from,Aliaga,Altamira,Andres,Arzew,Bahia,Bahia Blanca,Balhaf,Barcelona,Bilbao,Bintulu,Bioko Is,Blang Lacang,Bonny Is,Bontang,Cameron,Canaport,Cape Town,Cartagena,Chita,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Damietta,Dampier,Darwin,Das Is,Dragon LNG,Dubai,El Ferrol,Elba Is,Escobar,Everett,Fos Sur Mer,Freeport,Fujian,Fukuoko,Futtsu,Gate,Gibraltar,Gladstone,Golden Pass,Guanabara Bay,Guangdong Dapeng,Gwangyang,Haikou,Hatsukaichi,Hazira,Heibei,Higashi-Ogishima,Himeji,Huelva,Idku,Incheon,Iran,Isle of Grain,Jiangsu,Kagoshima,Karachi,Kawagoe,Kenai,Kitimat,Kochi,Krk Island,Lake Charles,Livorno,Lumut,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Melkoya Is,Mina Al-Ahmadi,Mizushima,Montoir,Nagasaki,Negishi,Neptune,Niigata,North East Gateway,Oita,Osaka,Pampa Melchorita,Panigaglia,Panuelas,Pascagoula,Pecem,Pluto,Point Fortin,Port Arthur,Port Dolphin,Port Moresby,Pyeongtaek,Qalhat,Quebec,Quintero,Ras Laffan,Revithoussa,Rovigo,Sabine Pass,Sagunto,Sakai,Sakhalin II,Senboku,Sendai,Shanghai,Shimizu,Shin-minato,Shtokman,Sines,Singapore,Skikda,Sodegaura,South Hook,Soyo,Swinoujscie,Taichung,Tangguh,Teeside,Tenerife,Tobata,Tongyeong,Wilhelmshaven,Yanai,Yokkaichi,Yokohama,Yung An,Zeebrugge
Shtokman,4370,6167,5124,2986,5863,7942,6326,3247,2089,10801,5835,9689,5766,11492,6030,3967,7489,2973,12959,14639,4495,7878,7826,12845,4619,11349,11919,7756,1832,7628,2084,4791,7676,4043,3425,6077,12209,12689,13074,1371,2733,13975,6042,6555,11626,12651,11530,12805,7862,13006,13080,12899,2663,4544,12769,7912,1399,12825,12578,7557,12961,16391,16133,8313,4405,6060,3602,10904,13675,10927,4504,4121,10948,2008,8006,12853,1951,12585,13073,4030,13176,4030,12739,12879,11564,3606,5028,5829,5305,11346,5257,6049,5713,12931,12766,7245,3814,10357,7781,4237,4432,6039,3135,12876,13634,12876,13282,12435,13002,13134,,2467,10170,3332,13083,1829,6190,678,12149,12153,1287,3065,12709,12696,1239,12763,12960,13075,11794,1430
Sines,1952,4718,3413,568,3514,5588,3908,829,668,8382,3452,7271,3383,9073,4581,2753,5106,555,10541,12278,3236,5459,5407,10427,2200,8931,9500,5338,894,5209,430,3495,5322,2829,1007,4628,9790,10271,10656,1174,315,11557,4593,4201,9208,10233,9112,10386,5443,10588,10662,10481,245,2126,10350,5493,1156,10407,10159,5138,10542,13973,13771,5894,1987,4610,1183,8486,11313,8509,2086,1703,8586,2390,5588,10435,754,10167,10655,2816,10758,2815,10321,10460,9203,1188,3265,4379,3009,8928,3315,4599,4263,10513,10348,4826,2851,7995,5363,1818,2014,4590,716,10457,11215,10458,10863,10017,10583,10716,2455,,7752,914,10665,891,3807,1902,9730,9735,1380,692,10291,10278,1407,10344,10542,10657,9376,1110
Singapore,6135,12341,11012,7207,8955,9380,3915,7110,8353,635,8028,494,8055,1427,12204,10403,5680,7213,2794,7804,10876,2373,2668,2680,5563,1752,1993,3621,8579,3493,8115,11137,9368,10477,7105,12251,2043,2524,2909,8859,7437,3953,12216,8889,1461,2486,1365,2639,2587,2841,2915,2734,7560,5671,2603,3777,8841,2660,2412,2908,2795,6226,6860,1884,6785,12233,6967,739,8804,762,6290,6312,10748,10075,3871,2688,8439,2420,2908,10464,3011,10464,2574,2713,10775,7000,10859,12002,9311,1749,10887,12222,11886,2910,2601,3131,10505,10311,3646,6122,6812,12213,7183,2710,3468,2711,3116,2270,2836,2969,10140,7717,,6855,2918,8576,7438,9586,1983,2089,9065,8159,2544,2531,9091,2597,2795,2909,1629,8794
Skikda,1070,5518,4190,384,4137,6212,3026,355,1530,7500,4068,6389,3998,8191,5381,3581,5722,396,9659,12896,4054,4577,4525,9545,1318,8049,8618,4456,1756,4327,1292,4314,5943,3655,410,5428,8908,9389,9774,2036,614,10675,5393,4823,8326,9351,8230,9504,4561,9706,9780,9599,738,1244,9468,4611,2018,9525,9277,4256,9660,13091,13725,5012,1105,5410,453,7604,11931,7627,1203,821,9204,3252,4706,9553,1616,9285,9773,3642,9876,3641,9439,9578,9821,465,4037,5179,3645,8046,4064,5400,5064,9631,9466,3944,3683,8613,4481,936,1132,5390,384,9575,10333,9576,9981,9135,9701,9834,3317,895,6870,,9783,1753,4423,2764,8848,8853,2242,1336,9409,9396,2269,9462,9660,9775,8494,1972
Sodegaura,9048,15254,13925,10119,11868,10363,6828,10023,11266,2557,10941,3407,10968,2583,15117,13316,8593,10126,217,5005,13789,5285,5581,1188,8476,3747,3213,6534,11492,6405,11028,14049,10823,13390,10018,15164,1307,626,20,11772,10350,3850,15129,11529,1714,745,1962,527,5500,1349,13,392,10473,8584,1047,6689,11754,1168,608,5821,219,3420,4055,4797,9698,15146,9880,2410,6015,3046,9203,9225,9205,12988,6784,437,11352,710,20,13377,785,13377,502,372,8456,9913,13772,14915,12224,3743,13800,15135,14799,3335,1045,6044,13418,9306,6559,9035,9725,15125,10096,369,970,369,310,1049,134,885,13053,10630,2919,9768,,11488,10351,12499,1257,2632,11978,11072,563,712,12004,525,218,16,1451,11707
South Hook,2810,4771,3673,1426,4294,6372,4765,1687,556,9240,4275,8128,4205,9931,4634,2643,5929,1413,11399,13092,3171,6317,6265,11285,3058,9789,10358,6195,3,6067,534,3467,6106,2719,1865,4681,10648,11129,11514,567,1172,12414,4646,4985,10066,11090,9970,11244,6301,11445,11519,11339,1103,2983,11208,6351,549,11265,11017,5996,11400,14831,14585,6752,2845,4663,2041,9344,12127,9367,2944,2561,9400,1592,6445,11292,405,11025,11512,2706,11616,2706,11179,11318,10017,2046,3560,4432,3729,9786,3733,4652,4316,11371,11205,5684,2588,8809,6221,2676,2872,4643,1574,11315,12073,11316,11721,10875,11441,11574,1848,907,8610,1772,11523,,4629,1295,10588,10593,773,1504,11149,11135,800,11202,11400,11514,10234,502
Soyo,5457,6770,5097,4073,3061,4496,7413,4334,4407,8053,712,6960,739,7910,6633,5412,1787,4060,10230,10660,5680,6794,7089,10116,5706,6988,7949,8028,4632,7900,4168,5794,4306,5476,4512,6680,9480,9960,10345,4912,3820,9039,6645,3391,8897,9922,8801,10076,7008,10277,10351,10170,3818,5631,10040,8184,4894,10096,9849,7317,10232,12889,12153,6349,5492,6662,4689,8157,9696,8198,5591,5208,6968,6096,8278,10124,4492,9856,10344,5463,10447,5462,10010,10150,7585,4693,4914,6431,3075,6985,4619,6651,6315,8988,10037,7539,5686,6377,8053,5323,5519,6641,4222,10147,10905,10147,10553,9706,10273,10405,6193,3807,7441,4419,10354,4629,,5640,9420,8493,5119,3159,9980,9967,5145,10034,10231,10346,9065,4848
Swinoujscie,3819,5616,4572,2435,5312,7390,5775,2696,1538,10249,5284,9138,5214,10940,5479,3415,6938,2422,12408,14088,3944,7326,7274,12294,4067,10798,11367,7204,1281,7076,1533,4239,7124,3492,2874,5526,11657,12138,12523,819,2182,13423,5491,6003,11075,12100,10979,12253,7310,12454,12528,12348,2112,3993,12217,7360,848,12274,12026,7005,12409,15840,15581,7761,3854,5508,3050,10353,13124,10376,3953,3570,10396,1456,7455,12302,1400,12034,12522,3479,12625,3478,12188,12327,11013,3055,4477,5277,4754,10795,4706,5497,5161,12380,12215,6693,3262,9805,7230,3685,3881,5488,2583,12324,13082,12325,12730,11884,12450,12583,674,1916,9619,2781,12532,1277,5638,,11597,11602,735,2513,12158,12145,688,12211,12409,12523,11243,879
Taichung,8105,14311,12982,9177,10925,10686,5885,9080,10323,1647,9998,2464,10025,1823,14174,12373,7650,9183,1126,6154,12846,4343,4638,931,7533,3030,2655,5591,10549,5463,10085,13107,11146,12447,9075,14221,145,813,1241,10829,9407,3903,14186,10859,752,761,999,950,4557,1092,1247,1050,9530,7641,859,5747,10811,911,729,4878,1127,4521,5156,3854,8755,14203,8937,1500,7164,2097,8260,8282,10269,12045,5841,998,10409,723,1240,12434,1300,12434,884,1032,9601,8970,12829,13972,11281,3026,12857,14192,13856,3363,857,5102,12475,10134,5616,8092,8782,14183,9153,1029,1752,1030,1461,521,1171,1258,12110,9688,1976,8825,1250,10546,9408,11556,,2201,11035,10129,833,812,11061,908,1126,1242,489,10764
Tangguh,8124,14265,12611,9196,10010,9639,5904,9099,10342,1804,9083,2576,9110,1340,14160,12392,6735,9202,2571,6940,12865,4361,4657,2854,7552,1704,1171,5610,10568,5481,10104,13125,10098,12466,9094,14203,2266,2570,2620,10848,9426,2853,14172,9943,2123,2551,2209,2529,4576,3015,2626,2563,9549,7660,2740,5765,10830,2834,2346,4897,2573,5703,6308,3873,8774,14189,8956,1657,7776,2538,8279,8301,9515,12064,5860,2578,10428,2443,2619,12453,3038,12453,2464,2543,9450,8989,12452,13991,10366,1701,12063,14178,13875,1938,2737,5120,12494,9135,5635,8111,8801,14169,9172,2540,3472,2540,2813,2461,2581,2997,12129,9706,2088,8844,2630,10565,8493,11575,2206,,11054,10148,2525,2581,11080,2487,2572,2621,1985,10783
Teeside,3291,5199,4156,1907,4784,6862,5246,2168,1010,9721,4756,8609,4686,10412,5062,2999,6410,1894,11880,13560,3527,6798,6746,11766,3539,10270,10839,6676,753,6548,1005,3823,6596,3075,2346,5109,11129,11610,11995,303,1653,12895,5074,5475,10547,11571,10451,11725,6782,11926,12000,11820,1584,3464,11689,6832,326,11746,11498,6477,11881,15312,15053,7233,3326,5091,2522,9825,12596,9848,3425,3042,9868,1224,6927,11774,872,11506,11994,3062,12097,3061,11660,11799,10485,2527,4060,4860,4226,10267,4289,5081,4745,11852,11686,6165,2840,9277,6702,3157,3353,5071,2055,11796,12554,11797,12202,11356,11922,12055,1289,1388,9091,2253,12004,749,5110,736,11069,11074,,1985,11630,11616,365,11683,11881,11995,10715,357
Tenerife,2376,4532,3101,991,2851,4931,4331,1252,1288,8806,2802,7694,2732,9497,4395,2767,4456,978,10964,11617,3183,5883,5831,10850,2624,9354,9924,5761,1514,5633,1050,3396,4664,2832,1430,4442,10214,10695,11079,1794,738,11698,4407,3544,9632,10656,9536,10810,5867,11011,11085,10904,724,2549,10774,5917,1776,10830,10583,5562,10966,13845,13110,6318,2410,4424,1607,8909,10652,8932,2509,2126,7925,2976,6011,10858,1374,10591,11078,2819,11181,2819,10745,10884,8542,1611,2935,4193,2496,9351,2849,4413,4077,10936,10771,5250,2935,7334,5786,2242,2437,4404,1140,10881,11639,10881,11287,10440,11007,11140,3075,698,8175,1337,11088,1511,3156,2521,10154,10158,2000,,10715,10701,2026,10768,10965,11080,9799,1729
Tobata,8672,14878,13549,9743,11492,10595,6452,9646,10890,2205,10565,3031,10592,2381,14741,12940,8217,9750,438,5382,13413,4909,5205,627,8100,3588,3054,6157,11115,6029,10651,13673,11054,13014,9642,14788,890,65,553,11395,9973,3953,14753,11425,1318,184,1566,126,5124,788,559,230,10097,8208,486,6313,11377,607,302,5445,439,3740,4375,4421,9322,14770,9504,2058,6404,2664,8827,8848,9580,12611,6408,178,10975,164,552,13001,515,13001,82,254,8846,9537,13396,14539,11848,3584,13424,14759,14423,3414,484,5668,13042,9729,6183,8659,9349,14749,9720,253,982,254,773,540,483,473,12676,10254,2543,9391,562,11112,9975,12123,839,2525,11602,10696,,151,11628,81,438,554,1055,11331
Tongyeong,8658,14864,13535,9729,11478,10743,6438,9633,10876,2192,10551,3017,10578,2368,14727,12926,8203,9736,586,5430,13399,4895,5191,583,8086,3574,3086,6144,11102,6015,10638,13659,11203,13000,9628,14774,862,149,701,11382,9960,4088,14739,11412,1305,123,1552,274,5110,744,707,378,10083,8194,442,6299,11363,563,357,5431,587,3788,4423,4407,9308,14756,9490,2045,6452,2650,8813,8835,9628,12598,6394,326,10962,179,700,12987,577,12987,230,403,8894,9523,13382,14525,11834,3571,13410,14745,14409,3549,440,5654,13028,9878,6169,8645,9335,14735,9706,402,1014,402,921,505,631,540,12662,10240,2529,9378,711,11098,9961,12109,818,2580,11588,10682,150,,11614,230,587,702,1041,11317
Wilhelmshaven,3334,5404,4297,1950,4827,6906,5290,2211,1053,9764,4799,8653,4730,10456,5267,3204,6453,1937,11923,13603,3732,6841,6790,11809,3583,10313,10882,6720,796,6591,1048,4028,6639,3280,2389,5314,11172,11653,12038,335,1697,12939,5279,5519,10590,11615,10494,11769,6825,11970,12044,11863,1627,3508,11733,6875,385,11789,11542,6521,11925,15355,15096,7277,3369,5297,2565,9868,12639,9891,3468,3085,9912,1294,6970,11817,915,11549,12037,3267,12140,3267,11703,11843,10528,2570,4179,5066,4269,10310,4338,5286,4950,11895,11730,6209,3045,9321,6745,3200,3396,5276,2098,11840,12598,11840,12246,11399,11966,12098,1241,1431,9134,2296,12047,793,5154,688,11112,11117,364,2029,11673,11660,,11727,11924,12039,10758,401
Yanai,8725,14931,13602,9797,11545,10558,6505,9700,10943,2242,10618,3084,10645,2366,14794,12993,8270,9803,400,5429,13466,4962,5258,707,8153,3550,3017,6211,11169,6082,10705,13726,11017,13067,9695,14841,964,145,516,11449,10027,3915,14806,11479,1372,264,1619,60,5177,867,521,164,10150,8261,566,6366,11431,687,265,5498,401,3820,4455,4474,9375,14823,9557,2095,6439,2717,8880,8902,9570,12665,6461,112,11029,244,515,13054,595,13054,54,189,8880,9590,13449,14592,11901,3547,13477,14812,14476,3376,563,5721,13095,9692,6236,8712,9402,14803,9773,188,1062,188,735,619,446,553,12730,10307,2596,9445,525,11166,10028,12176,913,2487,11655,10749,82,230,11681,,401,516,1108,11384
Yokkaichi,8921,15126,13798,9992,11740,10425,6701,9895,11138,2430,10813,3279,10840,2498,14989,13189,8465,9998,9,5124,13662,5158,5453,1060,8349,3670,3137,6406,11364,6278,10900,13922,10885,13263,9891,15036,1180,499,210,11644,10222,3876,15001,11591,1586,618,1834,400,5372,1221,216,265,10346,8457,920,6562,11626,1040,481,5693,8,3539,4174,4669,9570,15018,9752,2283,6133,2919,9075,9097,9324,12860,6656,309,11224,583,209,13250,904,13249,374,244,8575,9786,13645,14787,12096,3667,13672,15008,14672,3351,917,5917,13291,9423,6431,8907,9597,14998,9968,241,1090,242,430,922,135,907,12925,10503,2791,9640,219,11361,10223,12372,1130,2572,11850,10944,435,584,11877,397,,211,1323,11580
Yokohama,9037,15243,13914,10108,11857,10352,6817,10011,11255,2546,10930,3396,10957,2572,15106,13305,8582,10115,206,4994,13778,5274,5570,1177,8465,3735,3202,6522,11480,6394,11017,14038,10811,13379,10007,15153,1296,615,10,11760,10339,3839,15118,11517,1703,734,1951,516,5489,1338,12,381,10462,8573,1036,6678,11742,1157,597,5810,208,3409,4043,4786,9687,15135,9869,2399,6004,3035,9192,9214,9194,12977,6773,426,11341,699,9,13366,774,13366,491,361,8445,9902,13761,14904,12213,3732,13789,15124,14788,3324,1034,6033,13407,9295,6548,9024,9714,15114,10085,358,959,358,299,1038,123,874,13041,10619,2908,9757,16,11477,10340,12488,1245,2621,11967,11061,552,701,11993,514,207,,1440,11696
Yung An,7757,13962,12634,8828,10576,10527,5537,8731,9974,1333,9650,2115,9677,1512,13825,12025,7301,8835,1324,6340,12498,3994,4289,1191,7185,2719,2439,5242,10200,5114,9736,12758,10986,12099,8727,13872,554,1035,1440,10480,9058,3742,13837,10510,343,997,600,1151,4209,1352,1445,1250,9182,7293,1115,5398,10462,1171,924,4529,1325,4743,5378,3505,8406,13855,8588,1186,7347,1748,7911,7933,10304,11696,5492,1199,10060,931,1439,12086,1522,12085,1085,1233,9752,8622,12481,13624,10932,2716,12508,13844,13508,3202,1112,4753,12127,10024,5268,7743,8433,13834,8804,1230,1980,1231,1647,781,1366,1480,11761,9339,1627,8476,1449,10197,9059,11208,494,1985,10686,9780,1055,1042,10713,1109,1325,1440,,10416
Zeebrugge,3037,5120,4000,1653,4530,6609,4993,1914,756,9468,4502,8356,4433,10159,4983,3005,6156,1640,11626,13306,3533,6545,6493,11512,3286,10016,10585,6423,499,6295,751,3829,6342,3081,2092,5030,10875,11356,11741,146,1400,12642,4995,5222,10293,11318,10197,11472,6528,11673,11747,11566,1330,3211,11436,6579,130,11492,11245,6224,11628,15058,14800,6980,3072,5012,2268,9571,12342,9594,3171,2788,9615,1458,6673,11520,618,11252,11740,3068,11843,3067,11406,11546,10231,2273,3882,4781,3972,10013,4041,5001,4665,11598,11433,5912,2962,9024,6448,2903,3099,4992,1802,11543,12301,11543,11949,11102,11669,11801,1427,1134,8837,1999,11750,496,4857,873,10815,10820,352,1732,11376,11363,378,11430,11627,11742,10461,
