from,Abu Dhabi,Acajutla,Ain Sokhna,Aliaga LNG,Altamira,Ambon,Aqaba,Arun,Arzew,Ashdod,Bahia Blanca,Bal Haf LNG,Barcelona,Batangas,Bethioua,Bilbao,Bintulu,Bonny,Bontang,Brass,Brownsville,Cai Mep Gas Terminal,Cameron,Cao Fei Dian 11,Cartagena,Caucedo,Chita - LNG,Chittagong,Chiwan,Coega,"Colon, Panama",Coos Bay,Corpus Christi,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Dampier,Dangjin,Dar-es-Salaam,Darwin,Dili,Donghae,Dragon,Drovyanoy,Dunkirk,Elba Island,Ennore,Escobar,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Freeport,Fujairah,Fujian,Futtsu,Gangavaram,Gioia Tauro,Gladstone,Golden Pass,Guangdong,Guayama,Guayanilla,Gwangyang,Hachinohe,Haikou,Haldia,Halifax,Hammerfest,Hatsukaichi,Hazira,Higashi-Ogishima,Himeji,Hitachi,Ho Chi Min City,Holyhead,Huelva,Idku,Inchon,Ishikariwan-Shinko,Isle of Grain,Jebel Ali,Jiangsu,Johore,Jorf Lasfar,Jurong Island,Kagoshima,Kakinada,Karachi,Karwar,Khor al Zubair,Kitakyushu,Kitimat,Klaipeda,Koper,Kribi,Krk Island,Kushiro,Lahad Datu,Lake Charles,Le Havre,Lianyungang,Limassol,Limerick,Livorno,Lumut,Luwuk,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Mina Al-Ahmadi,Mizushima,Mombasa,Montevideo,Montoir,Mossel Bay,Mozambique Port,Mundra,Nagasaki,Nanao,Naoetsu,Negishi,New Plymouth,Niigata-Higashi,Northeast Gateway,Offshore Haldia No.1 (TA),Ohgishima,Oita - LNG Berth,Okinawa,Ortona,Paldiski South Harbour,Pampa Melchorita,Panjang,Pars,Pascagoula,Pecem,Pipavav,Plaquemines,Pluto LNG Jetty,Point Fortin,Pointe-a-Pitre,Port Esquivel,Port Moresby,Porto Empedocle,Prigorodnoye,Prince Rupert,Punta Europa,Pyeong Taek,Qalhat LNG Terminal,Qingdao,Qinhuangdao,Qinzhou,Quintero,Ras Laffan,Revithousa,Rio Grande,Rosarito,Rosignano LNG,Rostock,Rotterdam,Sabine Pass,Sagunto,Saint John,Sakai LNG,Sakaide,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Semarang,Senboku,Sendai,Shanghai,Shenzhen,Shimizu,Shinminato,Sines,Skikda,Sodegaura,Soma,South Hook,Soyo,Sungai Udang,Swinoujscie,Taichung,Talcahuano,Tangguh,Taranto,Teesport,Tianjin Lingang,Tobata,Tombak,Tong Yong,Trieste,Tripoli,Vladivostok,Vyborg,Wakayama,Wilhelmshaven,Yanai,Yangshan,Yokkaichi,Yung-an,Yuzhny,Zeebrugge,Zhangjiagang,Bahrain,Guanabara
Revithousa,3664.000,12319.000,736.000,212.000,6426.000,7791.000,1017.000,5657.000,1291.000,679.000,7117.000,2293.000,1193.000,7487.000,1290.000,2433.000,6016.000,4905.000,7459.000,4840.000,6389.000,6763.000,6306.000,8935.000,1297.000,5084.000,8928.000,5862.000,7578.000,7072.000,5855.000,13257.000,6408.000,13802.000,4960.000,3845.000,3793.000,8812.000,7317.000,8697.000,8524.000,7879.000,7583.000,8824.000,2663.000,5292.000,2838.000,5221.000,5175.000,6850.000,4562.000,775.000,2199.000,4799.000,1188.000,6336.000,3423.000,8168.000,9042.000,5427.000,878.000,9945.000,6301.000,7593.000,4909.000,4947.000,8619.000,9402.000,7499.000,5759.000,4212.000,4158.000,8773.000,3827.000,9047.000,8866.000,9139.000,6795.000,2759.000,1644.000,539.000,8730.000,9409.000,2924.000,3622.000,8473.000,6177.000,1767.000,6136.000,8541.000,5397.000,3524.000,3988.000,4028.000,8679.000,12984.000,3862.000,880.000,5040.000,838.000,9508.000,7440.000,6311.000,2738.000,8709.000,550.000,2746.000,1054.000,6872.000,7753.000,12838.000,6896.000,347.000,539.000,10111.000,3974.000,8821.000,8674.000,6708.000,2525.000,6944.000,7972.000,3621.000,8553.000,9092.000,9096.000,9040.000,10581.000,9144.000,4548.000,5687.000,9043.000,8704.000,8231.000,705.000,4063.000,10652.000,6340.000,3740.000,6086.000,4547.000,3720.000,6113.000,7313.000,4971.000,4744.000,5458.000,8899.000,616.000,9602.000,12798.000,4973.000,8734.000,3212.000,8696.000,8932.000,7516.000,9520.000,3749.000,,6431.000,13825.000,1057.000,3655.000,2969.000,6298.000,1268.000,4489.000,8824.000,8797.000,5042.000,2246.000,6059.000,5220.000,6672.000,8824.000,9231.000,8383.000,7559.000,8952.000,9084.000,1825.000,941.000,9035.000,9214.000,2681.000,5327.000,6004.000,3685.000,8084.000,9292.000,8111.000,512.000,3146.000,8959.000,8659.000,3736.000,8645.000,898.000,675.000,9148.000,4238.000,8795.000,3203.000,8713.000,8310.000,8909.000,7744.000,739.000,2908.000,8450.000,3825.000,
Rio Grande,9611.000,6008.000,6960.000,6563.000,6152.000,9690.000,7241.000,8605.000,5176.000,6930.000,750.000,8517.000,5437.000,10413.000,5176.000,5479.000,8963.000,4047.000,9553.000,3991.000,6121.000,9710.000,6064.000,11721.000,5163.000,4487.000,10903.000,9026.000,10526.000,3882.000,5013.000,8341.000,6149.000,7492.000,5503.000,8436.000,8732.000,11598.000,8630.000,11430.000,5849.000,9594.000,9444.000,11316.000,5692.000,8235.000,5878.000,5437.000,8339.000,477.000,5464.000,6534.000,5245.000,3972.000,5615.000,6091.000,9386.000,11115.000,10832.000,8591.000,5943.000,7625.000,6060.000,10541.000,4307.000,4335.000,11238.000,10999.000,10446.000,8923.000,5343.000,7101.000,11081.000,8649.000,10838.000,11110.000,10867.000,9742.000,5782.000,4921.000,6734.000,11463.000,11297.000,5963.000,9570.000,11331.000,9124.000,4677.000,9083.000,10983.000,8561.000,8960.000,8263.000,9975.000,11079.000,8985.000,6902.000,6639.000,4138.000,6597.000,11006.000,9863.000,6069.000,5778.000,11532.000,6828.000,5699.000,5792.000,9800.000,9767.000,6527.000,9843.000,6698.000,6311.000,3800.000,9921.000,11154.000,6000.000,336.000,5571.000,3754.000,5291.000,8841.000,11085.000,11398.000,11365.000,10831.000,6194.000,11308.000,5451.000,8851.000,10834.000,11012.000,10824.000,6464.000,7103.000,4341.000,8574.000,9688.000,5933.000,2253.000,8668.000,5914.000,8627.000,3951.000,4036.000,4865.000,8432.000,5840.000,11209.000,9021.000,4098.000,11467.000,9181.000,11519.000,11718.000,10463.000,3209.000,9696.000,6431.000,,7515.000,5792.000,6671.000,5985.000,6056.000,5319.000,5489.000,11089.000,11146.000,1477.000,4247.000,482.000,5442.000,8905.000,11090.000,10927.000,11290.000,10519.000,10902.000,11408.000,4906.000,5526.000,10845.000,10911.000,5688.000,3942.000,8963.000,6701.000,11044.000,2982.000,10120.000,6203.000,6186.000,11764.000,11077.000,9703.000,11225.000,6658.000,6956.000,11502.000,7254.000,11061.000,6219.000,11039.000,11228.000,10909.000,10704.000,7094.000,5925.000,11357.000,9773.000,
Rosarito,11350.000,2041.000,13197.000,13922.000,13560.000,7116.000,13144.000,8282.000,12570.000,13437.000,7035.000,11704.000,12831.000,6714.000,12570.000,12889.000,7919.000,11026.000,7199.000,10980.000,13529.000,7363.000,13472.000,6043.000,12557.000,11895.000,5111.000,9321.000,6627.000,9953.000,12421.000,921.000,13557.000,29.000,12911.000,10162.000,10457.000,5920.000,8141.000,5745.000,11808.000,7441.000,7234.000,5285.000,13119.000,15648.000,13283.000,12844.000,9381.000,7493.000,12872.000,13928.000,12655.000,11380.000,13009.000,13499.000,11125.000,6200.000,4977.000,9362.000,13337.000,6295.000,13467.000,6591.000,11715.000,11742.000,5467.000,4685.000,6837.000,9379.000,12751.000,14515.000,5421.000,10374.000,4983.000,5286.000,4847.000,7395.000,13220.000,12315.000,13460.000,5778.000,4759.000,13369.000,11309.000,5806.000,7787.000,12071.000,7808.000,5497.000,9385.000,10697.000,9976.000,11715.000,5372.000,1564.000,14307.000,14032.000,11039.000,13990.000,4519.000,7039.000,13477.000,13184.000,5888.000,13505.000,13107.000,13186.000,7281.000,7008.000,1129.000,7923.000,14079.000,13705.000,4319.000,11660.000,5330.000,11959.000,7352.000,12981.000,9825.000,11250.000,10577.000,5486.000,5019.000,4985.000,4976.000,,4929.000,12859.000,9302.000,4979.000,5392.000,5725.000,13858.000,14509.000,3657.000,8240.000,11427.000,13341.000,9661.000,10393.000,13322.000,8138.000,11359.000,11444.000,12273.000,6203.000,13233.000,4536.000,1601.000,11061.000,5782.000,10920.000,5869.000,6040.000,7040.000,4706.000,11435.000,13825.000,7515.000,,13186.000,14076.000,13391.000,13464.000,12713.000,12897.000,5268.000,5325.000,8879.000,11641.000,7933.000,12850.000,7935.000,5269.000,4789.000,5849.000,6627.000,5030.000,5029.000,12304.000,12919.000,4993.000,4788.000,13115.000,10683.000,7931.000,14107.000,6143.000,4841.000,6926.000,13597.000,13591.000,6092.000,5370.000,11450.000,5418.000,14051.000,13585.000,5055.000,14660.000,5239.000,13624.000,5417.000,5842.000,5112.000,6328.000,14488.000,13330.000,5917.000,11512.000,
Rosignano LNG,4513.000,11679.000,1585.000,1188.000,5786.000,8640.000,1867.000,6507.000,677.000,1554.000,6477.000,3142.000,393.000,8336.000,677.000,1793.000,6865.000,4265.000,8308.000,4200.000,5749.000,7612.000,5666.000,9785.000,643.000,4444.000,9777.000,6711.000,8427.000,6432.000,5216.000,14012.000,5768.000,13162.000,4320.000,4694.000,4642.000,9662.000,8166.000,9546.000,8400.000,8728.000,8432.000,9673.000,2023.000,4652.000,2198.000,4581.000,6024.000,6210.000,3922.000,1158.000,1559.000,4160.000,260.000,5697.000,4273.000,9017.000,9891.000,6277.000,437.000,10794.000,5661.000,8442.000,4270.000,4307.000,9468.000,10251.000,8348.000,6608.000,3573.000,3518.000,9622.000,4676.000,9896.000,9715.000,9988.000,7644.000,2119.000,1005.000,1360.000,9579.000,10258.000,2284.000,4472.000,9322.000,7026.000,1127.000,6985.000,9390.000,6246.000,4373.000,4837.000,4877.000,9529.000,13833.000,3223.000,1262.000,4400.000,1220.000,10357.000,8289.000,5671.000,2099.000,9558.000,1453.000,2106.000,17.000,7721.000,8602.000,12198.000,7745.000,1324.000,950.000,9471.000,4823.000,9670.000,8550.000,6068.000,1885.000,6304.000,7841.000,4470.000,9403.000,9941.000,9945.000,9890.000,11430.000,9993.000,3908.000,6537.000,9892.000,9553.000,9080.000,1088.000,3424.000,10012.000,7190.000,4589.000,5446.000,3907.000,4569.000,5473.000,8163.000,4331.000,4104.000,4818.000,9748.000,452.000,10451.000,13647.000,4333.000,9583.000,4061.000,9545.000,9781.000,8365.000,8880.000,4598.000,1057.000,5792.000,13186.000,,3017.000,2331.000,5661.000,535.000,3851.000,9673.000,9645.000,4405.000,1609.000,5421.000,4582.000,7521.000,9673.000,10080.000,9231.000,8408.000,9801.000,9933.000,1187.000,455.000,9884.000,10062.000,2043.000,4689.000,6852.000,3047.000,8933.000,8654.000,8959.000,822.000,2506.000,9807.000,9508.000,4585.000,9494.000,1277.000,1577.000,9996.000,3600.000,9644.000,2565.000,9561.000,9159.000,9758.000,8593.000,1715.000,2270.000,9299.000,4675.000,
Rostock,7111.000,12569.000,4183.000,3786.000,5587.000,11238.000,4465.000,9105.000,2400.000,4153.000,7355.000,5740.000,2661.000,10934.000,2399.000,1501.000,9463.000,5179.000,10906.000,5114.000,5550.000,10210.000,5466.000,12383.000,2387.000,4531.000,12375.000,9309.000,11025.000,7346.000,5255.000,14903.000,5568.000,14053.000,3913.000,7292.000,7240.000,12260.000,10764.000,12144.000,9313.000,11314.000,11030.000,12271.000,1245.000,2559.000,847.000,4207.000,8622.000,7089.000,3462.000,3757.000,1498.000,4451.000,2838.000,5497.000,6871.000,11615.000,12489.000,8875.000,3167.000,13392.000,5462.000,11040.000,4413.000,4451.000,12066.000,12849.000,10946.000,9206.000,3108.000,1426.000,12220.000,7274.000,12494.000,12313.000,12586.000,10242.000,1226.000,2076.000,3958.000,12177.000,12856.000,817.000,7070.000,11920.000,9624.000,2143.000,9583.000,11988.000,8844.000,6971.000,7435.000,7475.000,12127.000,15546.000,351.000,3862.000,5314.000,3820.000,12955.000,10887.000,5472.000,970.000,12156.000,4051.000,1307.000,3015.000,10319.000,11200.000,13088.000,10343.000,3922.000,3535.000,10361.000,7421.000,12268.000,9464.000,6948.000,1367.000,7218.000,8755.000,7068.000,12001.000,12539.000,12543.000,12488.000,12755.000,12591.000,3449.000,9135.000,12490.000,12151.000,11678.000,3688.000,556.000,10902.000,9788.000,7187.000,5246.000,4719.000,7167.000,5274.000,10761.000,4676.000,4370.000,4777.000,12346.000,3063.000,13049.000,15583.000,5247.000,12181.000,6659.000,12143.000,12379.000,10963.000,9770.000,7196.000,3655.000,6671.000,14076.000,3017.000,,778.000,5463.000,2527.000,3394.000,12259.000,12232.000,5285.000,2491.000,6307.000,4218.000,10107.000,12260.000,12666.000,11818.000,10994.000,12387.000,12520.000,1875.000,2733.000,12470.000,12649.000,1264.000,5609.000,9439.000,139.000,11519.000,9552.000,11546.000,3410.000,705.000,12394.000,12095.000,7171.000,12081.000,3865.000,4164.000,12583.000,718.000,12230.000,659.000,12148.000,11745.000,12344.000,11179.000,4302.000,843.000,11885.000,7273.000,
Rotterdam,6425.000,11883.000,3497.000,3101.000,5181.000,10552.000,3779.000,8419.000,1714.000,3467.000,6670.000,5055.000,1975.000,10248.000,1714.000,815.000,8777.000,4493.000,10221.000,4428.000,5144.000,9524.000,5061.000,11697.000,1701.000,4049.000,11689.000,8623.000,10340.000,6660.000,4820.000,14217.000,5162.000,13367.000,3593.000,6606.000,6555.000,11574.000,10078.000,11458.000,8628.000,10617.000,10345.000,11585.000,560.000,2531.000,163.000,3887.000,7937.000,6403.000,3142.000,3072.000,812.000,3884.000,2153.000,5091.000,6185.000,10930.000,11803.000,8189.000,2481.000,12706.000,5056.000,10355.000,3909.000,3947.000,11380.000,12163.000,10260.000,8521.000,2787.000,1398.000,11534.000,6588.000,11809.000,11628.000,11900.000,9557.000,661.000,1391.000,3272.000,11491.000,12170.000,157.000,6384.000,11234.000,8939.000,1458.000,8897.000,11303.000,8158.000,6286.000,6750.000,6790.000,11441.000,14860.000,1000.000,3176.000,4628.000,3134.000,12269.000,10202.000,5066.000,284.000,11471.000,3365.000,792.000,2330.000,9634.000,10514.000,12403.000,9658.000,3236.000,2849.000,9675.000,6735.000,11583.000,8778.000,6262.000,681.000,6532.000,8069.000,6383.000,11315.000,11854.000,11858.000,11802.000,12069.000,11906.000,3128.000,8449.000,11805.000,11465.000,10992.000,3002.000,1201.000,10217.000,9102.000,6502.000,4841.000,4033.000,6481.000,4868.000,10075.000,4102.000,3813.000,4352.000,11660.000,2377.000,12363.000,14897.000,4561.000,11495.000,5974.000,11458.000,11694.000,10277.000,9084.000,6510.000,2969.000,5985.000,13391.000,2331.000,778.000,,5059.000,1830.000,3075.000,11562.000,11534.000,4588.000,1794.000,5610.000,3899.000,9410.000,11562.000,11969.000,11121.000,10297.000,11690.000,11822.000,1177.000,2036.000,11773.000,11951.000,567.000,4911.000,8742.000,811.000,10822.000,8854.000,10848.000,2713.000,303.000,11696.000,11397.000,6474.000,11383.000,3168.000,3466.000,11886.000,1364.000,11533.000,329.000,11450.000,11048.000,11647.000,10482.000,3604.000,146.000,11188.000,6587.000,
Sabine Pass,9755.000,11957.000,6827.000,6430.000,513.000,13788.000,7108.000,11748.000,5043.000,6797.000,6741.000,8384.000,5304.000,13578.000,5043.000,4791.000,12107.000,6219.000,13550.000,6153.000,348.000,12854.000,62.000,15026.000,5030.000,1644.000,15019.000,11953.000,13669.000,7916.000,1551.000,14290.000,243.000,13441.000,1795.000,9936.000,9884.000,14903.000,12664.000,14788.000,9883.000,13627.000,13477.000,14915.000,4647.000,6571.000,4955.000,1347.000,11266.000,6474.000,2165.000,6401.000,4566.000,2141.000,5482.000,117.000,9514.000,14259.000,15133.000,11518.000,5811.000,13574.000,4.000,13684.000,1829.000,1795.000,14710.000,15493.000,13590.000,11850.000,2350.000,5441.000,14864.000,9918.000,15138.000,14957.000,15230.000,12886.000,4706.000,4721.000,6602.000,14821.000,15500.000,5040.000,9713.000,14564.000,12268.000,4656.000,12227.000,14632.000,11488.000,9615.000,10079.000,10119.000,14771.000,14934.000,5685.000,6506.000,6354.000,6464.000,15599.000,13531.000,67.000,4855.000,14800.000,6695.000,4494.000,5659.000,12963.000,13801.000,12476.000,12987.000,6565.000,6178.000,9749.000,10065.000,14912.000,10033.000,6333.000,4790.000,7788.000,9325.000,9712.000,14644.000,15183.000,15187.000,15131.000,12143.000,15235.000,2151.000,11778.000,15134.000,14795.000,14322.000,6331.000,5886.000,10290.000,12431.000,9831.000,471.000,3838.000,9811.000,384.000,12661.000,2238.000,2112.000,1248.000,14381.000,5707.000,15693.000,14971.000,6286.000,14825.000,9303.000,14787.000,15023.000,13607.000,9158.000,9840.000,6298.000,6056.000,13464.000,5661.000,5463.000,5059.000,,5185.000,2316.000,14917.000,14890.000,4661.000,4405.000,5684.000,1353.000,12766.000,14918.000,15324.000,14476.000,13652.000,15045.000,15178.000,4593.000,5391.000,15128.000,15307.000,4643.000,6642.000,12097.000,5489.000,14178.000,8931.000,14168.000,6069.000,5071.000,15052.000,14753.000,9830.000,14739.000,6523.000,6822.000,15241.000,6042.000,14888.000,5277.000,14806.000,14404.000,15002.000,13837.000,6960.000,4992.000,14543.000,9916.000,
Sagunto,4724.000,11205.000,1796.000,1400.000,5313.000,8851.000,2078.000,6718.000,241.000,1766.000,6004.000,3354.000,155.000,8547.000,241.000,1320.000,7076.000,3792.000,8520.000,3727.000,5276.000,7823.000,5193.000,9996.000,170.000,3971.000,9988.000,6922.000,8639.000,5959.000,4742.000,13539.000,5295.000,12689.000,3847.000,4905.000,4854.000,9873.000,8377.000,9757.000,7926.000,8941.000,8644.000,9884.000,1550.000,4179.000,1725.000,4107.000,6236.000,5737.000,3448.000,1371.000,1086.000,3686.000,338.000,5223.000,4484.000,9229.000,10102.000,6488.000,765.000,11005.000,5188.000,8654.000,3796.000,3834.000,9679.000,10462.000,8559.000,6820.000,3099.000,3045.000,9833.000,4887.000,10108.000,9927.000,10199.000,7856.000,1646.000,531.000,1571.000,9790.000,10469.000,1811.000,4683.000,9533.000,7237.000,654.000,7196.000,9602.000,6457.000,4585.000,5049.000,5088.000,9740.000,14044.000,2749.000,1475.000,3927.000,1433.000,10568.000,8501.000,5198.000,1625.000,9769.000,1664.000,1633.000,533.000,7933.000,8813.000,11725.000,7956.000,1535.000,1148.000,8998.000,5034.000,9882.000,8077.000,5595.000,1412.000,5831.000,7368.000,4681.000,9614.000,10153.000,10157.000,10101.000,11392.000,10205.000,3435.000,6748.000,10104.000,9764.000,9291.000,1301.000,2950.000,9539.000,7401.000,4801.000,4973.000,3434.000,4780.000,5000.000,8374.000,3858.000,3631.000,4345.000,9959.000,674.000,10662.000,13859.000,3860.000,9794.000,4273.000,9757.000,9993.000,8576.000,8407.000,4809.000,1268.000,5319.000,12713.000,535.000,2527.000,1830.000,5185.000,,3382.000,9886.000,9858.000,3935.000,1139.000,4952.000,4113.000,7734.000,9886.000,10293.000,9445.000,8621.000,10014.000,10146.000,718.000,384.000,10097.000,10275.000,1574.000,4220.000,7066.000,2578.000,9146.000,8185.000,9172.000,1037.000,2033.000,10020.000,9721.000,4798.000,9707.000,1492.000,1790.000,10210.000,3131.000,9857.000,2095.000,9774.000,9372.000,9971.000,8806.000,1928.000,1801.000,9512.000,4886.000,
Saint John,7945.000,11389.000,5017.000,4620.000,2444.000,12072.000,5299.000,9939.000,3234.000,4987.000,6173.000,6575.000,3495.000,11768.000,3233.000,2856.000,10297.000,4991.000,11740.000,4925.000,2408.000,11044.000,2324.000,13217.000,3221.000,1758.000,13209.000,10143.000,11859.000,7131.000,2323.000,13723.000,2426.000,12873.000,823.000,8126.000,8074.000,13094.000,11598.000,12978.000,9098.000,12161.000,11864.000,13105.000,2650.000,4581.000,2970.000,1123.000,9456.000,5906.000,295.000,4591.000,2643.000,,3672.000,2355.000,7705.000,12449.000,13323.000,9709.000,4001.000,13006.000,2319.000,11875.000,1719.000,1734.000,12900.000,13683.000,11780.000,10040.000,318.000,3451.000,13054.000,8108.000,13328.000,13147.000,13420.000,11076.000,2709.000,2910.000,4792.000,13011.000,13690.000,3056.000,7904.000,12754.000,10458.000,2891.000,10417.000,12823.000,9678.000,7805.000,8269.000,8309.000,12961.000,14366.000,3616.000,4696.000,5126.000,4654.000,13789.000,11722.000,2329.000,2871.000,12990.000,4885.000,2504.000,3849.000,11153.000,12034.000,11909.000,11177.000,4756.000,4369.000,9181.000,8255.000,13102.000,9249.000,5765.000,2824.000,7003.000,8540.000,7902.000,12835.000,13373.000,13377.000,13322.000,11575.000,13425.000,274.000,9969.000,13324.000,12985.000,12512.000,4522.000,3817.000,9722.000,10622.000,8021.000,2104.000,3324.000,8001.000,2131.000,11595.000,2150.000,,1845.000,13180.000,3897.000,13883.000,14403.000,5059.000,13015.000,7493.000,12977.000,13213.000,11797.000,8590.000,8030.000,4489.000,5489.000,12897.000,3851.000,3394.000,3075.000,2316.000,3382.000,,13106.000,13079.000,4091.000,2767.000,5113.000,1128.000,10955.000,13107.000,13513.000,12665.000,11842.000,13235.000,13367.000,2756.000,3581.000,13317.000,13496.000,2643.000,5411.000,10286.000,3416.000,12367.000,8360.000,12393.000,4258.000,3002.000,13241.000,12942.000,8019.000,12928.000,4713.000,5011.000,13430.000,3969.000,13077.000,3204.000,12995.000,12593.000,13191.000,12027.000,5149.000,3005.000,12733.000,8107.000,
Sakai LNG,6263.000,7202.000,8110.000,8835.000,15045.000,2596.000,8057.000,3195.000,9910.000,8350.000,10609.000,6617.000,9816.000,1632.000,9909.000,11052.000,2831.000,10758.000,2444.000,10744.000,15008.000,2278.000,14925.000,995.000,9916.000,13703.000,251.000,4234.000,1528.000,7939.000,14474.000,4594.000,15027.000,5280.000,13579.000,5074.000,5370.000,872.000,3621.000,697.000,8125.000,3086.000,2714.000,493.000,11282.000,13911.000,11457.000,13840.000,4294.000,11067.000,13180.000,9424.000,10818.000,13418.000,9811.000,14955.000,6038.000,1085.000,367.000,4275.000,9497.000,3892.000,14920.000,1492.000,13528.000,13566.000,436.000,739.000,1740.000,4292.000,12831.000,12777.000,182.000,5287.000,372.000,47.000,476.000,2310.000,11378.000,10263.000,8373.000,730.000,1041.000,11543.000,6222.000,749.000,2700.000,10386.000,2721.000,381.000,4298.000,5610.000,4889.000,6627.000,256.000,4321.000,12481.000,9529.000,10677.000,9487.000,887.000,2180.000,14930.000,11357.000,840.000,8418.000,11365.000,9673.000,2206.000,2360.000,6290.000,2838.000,8992.000,9014.000,9421.000,6573.000,92.000,8275.000,10926.000,11144.000,8118.000,7573.000,5490.000,416.000,715.000,719.000,365.000,4952.000,767.000,13167.000,4214.000,368.000,217.000,636.000,9354.000,12682.000,8813.000,3309.000,6340.000,14705.000,12014.000,5306.000,14732.000,3617.000,13590.000,13363.000,14077.000,3362.000,9235.000,1234.000,4135.000,10734.000,734.000,5833.000,821.000,992.000,1943.000,9555.000,6348.000,8824.000,11089.000,5268.000,9673.000,12259.000,11562.000,14917.000,9886.000,13106.000,,83.000,11664.000,10881.000,11504.000,13855.000,3196.000,2.000,578.000,791.000,1528.000,289.000,725.000,10460.000,9576.000,369.000,561.000,11316.000,10146.000,2844.000,12320.000,1029.000,9507.000,2539.000,9178.000,11765.000,1044.000,253.000,6364.000,402.000,9563.000,8498.000,818.000,12873.000,38.000,11838.000,188.000,784.000,242.000,1230.000,9402.000,11543.000,859.000,6425.000,
Sakaide,6236.000,7258.000,8082.000,8808.000,15018.000,2610.000,8030.000,3168.000,9882.000,8322.000,10665.000,6590.000,9789.000,1611.000,9882.000,11024.000,2804.000,10731.000,2450.000,10717.000,14981.000,2241.000,14897.000,914.000,9889.000,13676.000,307.000,4207.000,1491.000,7912.000,14447.000,4651.000,14999.000,5336.000,13552.000,5047.000,5342.000,791.000,3634.000,615.000,8098.000,3098.000,2728.000,411.000,11255.000,13883.000,11430.000,13812.000,4266.000,11124.000,13153.000,9397.000,10791.000,13391.000,9784.000,14928.000,6010.000,1048.000,423.000,4248.000,9470.000,3949.000,14893.000,1455.000,13501.000,13539.000,355.000,795.000,1704.000,4265.000,12804.000,12750.000,101.000,5260.000,429.000,59.000,532.000,2273.000,11351.000,10236.000,8346.000,649.000,959.000,11515.000,6195.000,667.000,2673.000,10358.000,2693.000,344.000,4270.000,5582.000,4861.000,6600.000,174.000,4377.000,12454.000,9501.000,10650.000,9459.000,943.000,2177.000,14903.000,11330.000,758.000,8391.000,11338.000,9646.000,2185.000,2374.000,6346.000,2801.000,8965.000,8986.000,9478.000,6546.000,10.000,8248.000,10982.000,11117.000,8091.000,7546.000,5462.000,334.000,633.000,637.000,422.000,5009.000,685.000,13140.000,4187.000,425.000,135.000,616.000,9327.000,12655.000,8869.000,3285.000,6312.000,14677.000,11987.000,5279.000,14705.000,3631.000,13563.000,13335.000,14050.000,3419.000,9207.000,1152.000,4192.000,10707.000,653.000,5806.000,739.000,910.000,1906.000,9612.000,6321.000,8797.000,11146.000,5325.000,9645.000,12232.000,11534.000,14890.000,9858.000,13079.000,83.000,,11635.000,10852.000,11564.000,13826.000,3166.000,84.000,638.000,708.000,1490.000,349.000,642.000,10431.000,9547.000,429.000,621.000,11287.000,10116.000,2815.000,12291.000,990.000,9567.000,2570.000,9149.000,11738.000,961.000,170.000,6334.000,319.000,9534.000,8469.000,735.000,12844.000,98.000,11809.000,105.000,701.000,302.000,1191.000,9373.000,11514.000,776.000,6397.000,
