from,Acajutla,Aliaga,Altamira,Arzew,Ashdod,Barcelona,Bethioua,Bilbao,Bonny,Brass,Brownsville,Cameron,Cape Town,Cartagena,Caucedo,Coega,Corpus Christi,Cove Point,Damietta,Dar-es-Salaam,Dragon,Drovyanoy,Dunkirk,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Fos Sur Mer,Freeport,Gibraltar,Gioia Tauro,Golden Pass,Guanabara,Guayama,Guayanilla,Gulf Gateway,Hadera,Halifax,Hammerfest,Holyhead,Huelva,Idku,Isle of Grain,Jorf Lasfar,Klaipeda,Koper,Kribi,Krk Island,Lake Charles,Le Havre,Limassol,Limerick,Livorno,Malta,Marmara Ereglisi,Marsa el Brega,Mombasa,Montoir,Mossel Bay,Mozambique Port,Neptune,Northeast Gateway,Ortona,Paldiski South Harbour,Panigaglia,Pascagoula,Pecem,Plaquemines,Point Fortin,Pointe-a-Pitre,Port Arthur,Port Dolphin,Port Esquivel,Port Said,Porto Empedocle,Puerto Bahia,Punta Europa,Quebec,Revithoussa,Rio Grande,Rosignano,Rostock,Rotterdam,Rovigo,Sabine Pass,Sagunto,Saint John,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Shtokman,Sines,Skikda,South Hook,Soyo,Swinoujscie,Taranto,Teesport,Trieste,Tripoli,Vyborg,Wilhelmshaven,Yuzhny,Zeebrugge,Boryeong,Caofeidian,Chita,Coos Bay,Costa Azul,Dalian,Dangjin,Donghae,Fukuoko,Futtsu,Gladstone,Gwangyang,Hachinohe,Hakodate,Hatsukaichi,Heibei,Hibiki,Higashi-Ogishima,Himeji,Hitachi,Inchon,Ishikariwan-Shinko,Jiangsu,Joetsu,Kagoshima,Kawagoe,Kenai,Kitakyushu,Kitimat,Kushiro,Kwangyang,Lianyungang,Manzanillo,Mejillones,Mizushima,Nagasaki,Nanao,Naoetsu,Negishi,Niigata-Higashi,Niigata-Nishi,Ogishima,Oita,Osaka,Pampa Melchorita,Prigorodnoye,Prince Rupert,Pyeong Taek,Qingdao,Qinhuangdao,Quintero,Rosarito,Sakai,Sakaide,Samcheog,Senboku,Sendai,Shanghai,Shimizu,Shinminato,Sodegaura,Soma,Talcahuano,Tangshan,Tianjin (Sinopec),Tianjin Lingang,Tobata,Tokyo Bay,Tong Yong,Vladivostok,Wakayama,Yanai,Yokkaichi,Yokohama,Zhangjiagang,Ambon,Arun,Barrow Island,Batangas,Bei Hai,Bintulu,Bladin Point,Bontang,Cai Mep,Chiwan,Dampier,Darwin,Dili,Fujian,Guangdong,Haikou,Hainan,Ho Chi Min City,Ichthys,Jakarta,Johore,Karratha,Lahad Datu,Lumut,Luwuk,Malacca,Map Ta Phut,New Plymouth,Ningbo,Okinawa,Onslow,Panjang,Pluto,Port Moresby,Prelude FLNG,Qinzhou,Semarang,Seria,Shenzhen,Singapore,Sungai Udang,Tabangao,Taichung,Tangguh,Yangpu,Yangshan,Yuedong,Yung An,Zhoushan,Zhuhai
Mejillones,,8137.883,3799.658,6751.677,8506.131,7012.232,6751.153,6616.752,,,3768.082,3711.340,,6738.128,2964.673,,3796.700,4025.227,8384.737,,6581.304,8534.575,6864.982,4319.836,8108.594,6385.793,3314.690,7189.882,7192.974,3738.005,6497.850,7518.322,3706.840,,3112.946,3083.003,3599.003,8497.484,4478.574,7391.106,6640.561,6432.943,8309.288,6958.490,6321.567,7632.029,8213.613,,8171.625,3716.626,6771.947,8402.517,6454.202,7357.857,7483.175,8273.092,7886.149,,6668.170,,,4306.791,4306.239,8039.118,7830.335,7374.073,3577.477,4943.953,3561.558,3335.386,3331.885,3713.390,3507.040,2699.312,8408.482,7414.494,2428.722,,5246.523,8006.186,,7368.315,7407.184,6976.216,8199.041,3703.765,6899.118,4469.067,,5978.897,,3721.097,7698.867,6325.240,7097.232,6578.202,,7436.664,7773.670,7015.366,8215.673,8526.707,7993.576,7209.036,8664.595,6913.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mizushima,,14129.363,9791.138,12743.157,14497.611,13003.712,12742.633,12608.232,,,9759.562,9702.820,,12729.608,8956.153,,9788.180,10016.707,14376.217,,12572.784,14526.055,12856.462,10311.316,14100.074,12377.273,9306.170,13181.362,13184.454,9729.485,12489.330,13509.802,9698.320,,9104.426,9074.483,9590.483,14488.964,10470.054,13382.586,12632.041,12424.423,14300.768,12949.970,12313.047,13623.509,14205.093,,14163.105,9708.106,12763.427,14393.997,12445.682,13349.337,13474.655,14264.572,13877.629,,12659.650,,,10298.271,10297.719,14030.598,13821.815,13365.553,9568.957,10935.433,9553.038,9326.866,9323.365,9704.870,9498.520,8690.792,14399.962,13405.974,8420.202,,11238.003,13997.666,,13359.795,13398.664,12967.696,14190.521,9695.245,12890.598,10460.547,,11970.377,,9712.577,13690.347,12316.720,13088.712,12569.682,,13428.144,13765.150,13006.846,14207.153,14518.187,13985.056,13200.516,14656.075,12904.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mombasa,9886.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11865.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,10780.927,,,,,,,,,,,,,,,,,,,11889.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montoir,5417.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13052.585,13393.809,12422.577,8260.239,7397.056,13254.090,13078.988,12618.628,12928.336,12292.532,12402.353,12800.830,12014.715,12036.860,12733.818,13393.809,12703.292,12298.190,12598.933,12167.510,13119.069,12089.236,13139.660,12319.148,12810.019,12423.887,9659.202,12705.853,8903.593,11847.024,12800.830,13221.321,6312.097,6668.365,12643.112,12819.765,12352.606,12319.148,12291.367,12262.540,12265.210,12294.032,12708.327,12578.256,5997.660,11867.334,8940.275,13116.103,13202.679,13372.797,7163.781,7420.782,12575.210,12635.170,12618.628,12575.801,12102.450,13182.824,12339.321,12362.814,12301.668,12111.409,7357.005,13393.809,13421.984,13421.984,12703.764,12305.179,12752.215,12386.094,12546.741,12731.496,12423.829,12293.103,13249.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,11272.076,13229.307,13054.371,,,,12758.530,,,,,,,,,,,,13177.344,,,13205.848,
Mossel Bay,7623.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10465.510,9602.327,,,,,,,,,,,,,,,,,,,,,,,,11108.864,,,,8517.368,,,,,,,,,,,,,,11145.546,,,,,9626.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique Port,9177.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11156.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,10071.969,,,,,,,,,,,,,,,,,,,11180.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagasaki,,14297.724,9959.499,12911.518,14665.972,13172.073,12910.994,12776.593,,,9927.923,9871.181,,12897.969,9124.514,,9956.541,10185.068,14544.578,,12741.145,14694.416,13024.823,10479.677,14268.435,12545.634,9474.531,13349.723,13352.815,9897.846,12657.691,13678.163,9866.681,,9272.787,9242.844,9758.844,14657.325,10638.415,13550.947,12800.402,12592.784,14469.129,13118.331,12481.408,13791.870,14373.454,,14331.466,9876.467,12931.788,14562.358,12614.043,13517.698,13643.016,14432.933,14045.990,,12828.011,,,10466.632,10466.080,14198.959,13990.176,13533.914,9737.318,11103.794,9721.399,9495.227,9491.726,9873.231,9666.881,8859.153,14568.323,13574.335,8588.563,,11406.364,14166.027,,13528.156,13567.025,13136.057,14358.882,9863.606,13058.959,10628.908,,12138.738,,9880.938,13858.708,12485.081,13257.073,12738.043,,13596.505,13933.511,13175.207,14375.514,14686.548,14153.417,13368.877,14824.436,13072.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanao,,13830.566,9492.341,12444.360,14198.814,12704.915,12443.836,12309.435,,,9460.765,9404.023,,12430.811,8657.356,,9489.383,9717.910,14077.420,,12273.987,14227.258,12557.665,10012.519,13801.277,12078.476,9007.373,12882.565,12885.657,9430.688,12190.533,13211.005,9399.523,,8805.629,8775.686,9291.686,14190.167,10171.257,13083.789,12333.244,12125.626,14001.971,12651.173,12014.250,13324.712,13906.296,,13864.308,9409.309,12464.630,14095.200,12146.885,13050.540,13175.858,13965.775,13578.832,,12360.853,,,9999.474,9998.922,13731.801,13523.018,13066.756,9270.160,10636.636,9254.241,9028.069,9024.568,9406.073,9199.723,8391.995,14101.165,13107.177,8121.405,,10939.206,13698.869,,13060.998,13099.867,12668.899,13891.724,9396.448,12591.801,10161.750,11459.986,11671.580,,9413.780,13391.550,12017.923,12789.915,12270.885,,13129.347,13466.353,12708.049,13908.356,14219.390,13686.259,12901.719,14357.278,12605.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naoetsu,,13797.107,9458.882,12410.901,14165.355,12671.456,12410.377,12275.976,,,9427.306,9370.564,,12397.352,8623.897,,9455.924,9684.451,14043.961,,12240.528,14193.799,12524.206,9979.060,13767.818,12045.017,8973.914,12849.106,12852.198,9397.229,12157.074,13177.546,9366.064,,8772.170,8742.227,9258.227,14156.708,10137.798,13050.330,12299.785,12092.167,13968.512,12617.714,11980.791,13291.253,13872.837,,13830.849,9375.850,12431.171,14061.741,12113.426,13017.081,13142.399,13932.316,13545.373,,12327.394,,,9966.015,9965.463,13698.342,13489.559,13033.297,9236.701,10603.177,9220.782,8994.610,8991.109,9372.614,9166.264,8358.536,14067.706,13073.718,8087.946,,10905.747,13665.410,,13027.539,13066.408,12635.440,13858.265,9362.989,12558.342,10128.291,11426.527,11638.121,,9380.321,13358.091,11984.464,12756.456,12237.426,,13095.888,13432.894,12674.590,13874.897,14185.931,13652.800,12868.260,14323.819,12572.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negishi,,13771.965,9433.740,12385.759,14140.213,12646.314,12385.235,12250.834,,,9402.164,9345.422,,12372.210,8598.755,,9430.782,9659.309,14018.819,,12215.386,14168.657,12499.064,9953.918,13742.676,12019.875,8948.772,12823.964,12827.056,9372.087,12131.932,13152.404,9340.922,,8747.028,8717.085,9233.085,14131.566,10112.656,13025.188,12274.643,12067.025,13943.370,12592.572,11955.649,13266.111,13847.695,,13805.707,9350.708,12406.029,14036.599,12088.284,12991.939,13117.257,13907.174,13520.231,,12302.252,,,9940.873,9940.321,13673.200,13464.417,13008.155,9211.559,10578.035,9195.640,8969.468,8965.967,9347.472,9141.122,8333.394,14042.564,13048.576,8062.804,,10880.605,13640.268,,13002.397,13041.266,12610.298,13833.123,9337.847,12533.200,10103.149,11401.385,11612.979,,9355.179,13332.949,11959.322,12731.314,12212.284,,13070.746,13407.752,12649.448,13849.755,14160.789,13627.658,12843.118,14298.677,12547.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neptune,3055.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10689.955,11031.179,10059.947,5897.609,5034.426,10891.460,10716.358,10255.998,10565.706,9929.902,10039.723,10438.200,9652.085,9674.230,10371.188,11031.179,10340.662,9935.560,10236.303,9804.880,10756.439,9726.606,10777.030,9956.518,10447.389,10061.257,7296.572,10343.223,6540.963,9484.394,10438.200,10858.691,3949.467,4305.735,10280.482,10457.135,9989.976,9956.518,9928.737,9899.910,9902.580,9931.402,10345.697,10215.626,3635.030,9504.704,6577.645,10753.473,10840.049,11010.167,4801.151,5058.152,10212.580,10272.540,10255.998,10213.171,9739.820,10820.194,9976.691,10000.184,9939.038,9748.779,4994.375,11031.179,11059.354,11059.354,10341.134,9942.549,10389.585,10023.464,10184.111,10368.866,10061.199,9930.473,10887.317,11688.947,,,11656.821,11982.346,12342.824,11633.295,12038.922,12305.214,11576.617,,11633.295,11731.169,11150.836,11541.065,11787.497,11785.880,12332.578,11633.295,,,,11906.225,12194.901,11777.904,,12865.759,8909.446,10866.677,10691.741,,,,10395.900,11878.773,11986.143,,12189.614,11575.516,,,11656.821,11100.384,11630.599,11859.082,10814.714,11541.065,11278.938,10843.218,11586.996
New Plymouth,,,8402.185,,,,,11219.279,,,8370.609,8313.867,,,7567.200,,8399.227,8627.754,,,11183.831,13137.102,11467.509,8922.363,,10988.320,7917.217,,,8340.532,,,8309.367,,7715.473,7685.530,8201.530,,9081.101,11993.633,11243.088,,,11561.017,,12234.556,,,,8319.153,11374.474,,11056.729,,,,,,11270.697,,,8909.318,8908.766,,12432.862,,8180.004,,8164.085,7937.913,7934.412,8315.917,8109.567,7301.839,,,7031.249,,9849.050,,,,12009.711,11578.743,,8306.292,,9071.594,,,,8323.624,12301.394,10927.767,,11180.729,,12039.191,,11617.893,,,12596.103,11811.563,,11515.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niigata-Higashi,,13740.499,9402.274,12354.293,14108.747,12614.848,12353.769,12219.368,,,9370.698,9313.956,,12340.744,8567.289,,9399.316,9627.843,13987.353,,12183.920,14137.191,12467.598,9922.452,13711.210,11988.409,8917.306,12792.498,12795.590,9340.621,12100.466,13120.938,9309.456,,8715.562,8685.619,9201.619,14100.100,10081.190,12993.722,12243.177,12035.559,13911.904,12561.106,11924.183,13234.645,13816.229,,13774.241,9319.242,12374.563,14005.133,12056.818,12960.473,13085.791,13875.708,13488.765,,12270.786,,,9909.407,9908.855,13641.734,13432.951,12976.689,9180.093,10546.569,9164.174,8938.002,8934.501,9316.006,9109.656,8301.928,14011.098,13017.110,8031.338,,10849.139,13608.802,,12970.931,13009.800,12578.832,13801.657,9306.381,12501.734,10071.683,11369.919,11581.513,,9323.713,13301.483,11927.856,12699.848,12180.818,,13039.280,13376.286,12617.982,13818.289,14129.323,13596.192,12811.652,14267.211,12515.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niigata-Nishi,,13743.169,9404.944,12356.963,14111.417,12617.518,12356.439,12222.038,,,9373.368,9316.626,,12343.414,8569.959,,9401.986,9630.513,13990.023,,12186.590,14139.861,12470.268,9925.122,13713.880,11991.079,8919.976,12795.168,12798.260,9343.291,12103.136,13123.608,9312.126,,8718.232,8688.289,9204.289,14102.770,10083.860,12996.392,12245.847,12038.229,13914.574,12563.776,11926.853,13237.315,13818.899,,13776.911,9321.912,12377.233,14007.803,12059.488,12963.143,13088.461,13878.378,13491.435,,12273.456,,,9912.077,9911.525,13644.404,13435.621,12979.359,9182.763,10549.239,9166.844,8940.672,8937.171,9318.676,9112.326,8304.598,14013.768,13019.780,8034.008,,10851.809,13611.472,,12973.601,13012.470,12581.502,13804.327,9309.051,12504.404,10074.353,11372.589,11584.183,,9326.383,13304.153,11930.526,12702.518,12183.488,,13041.950,13378.956,12620.652,13820.959,14131.993,13598.862,12814.322,14269.881,12518.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningbo,,,10368.366,,,,,13185.460,,,10336.790,10280.048,,,9533.381,,10365.408,10593.935,,,13150.012,15103.283,13433.690,10888.544,,12954.501,9883.398,,,10306.713,,,10275.548,,9681.654,9651.711,10167.711,,11047.282,13959.814,13209.269,,,13527.198,,14200.737,,,,10285.334,13340.655,,13022.910,,,,,,13236.878,,,10875.499,10874.947,,14399.043,,10146.185,,10130.266,9904.094,9900.593,10282.098,10075.748,9268.020,,,8997.430,,11815.231,,,,13975.892,13544.924,,10272.473,,11037.775,,,,10289.805,14267.575,12893.948,,13146.910,,14005.372,,13584.074,,,14562.284,13777.744,,13481.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast Gateway,3054.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10689.404,11030.628,10059.396,5897.058,5033.875,10890.909,10715.807,10255.447,10565.155,9929.351,10039.172,10437.649,9651.534,9673.679,10370.637,11030.628,10340.111,9935.009,10235.752,9804.329,10755.888,9726.055,10776.479,9955.967,10446.838,10060.706,7296.021,10342.672,6540.412,9483.843,10437.649,10858.140,3948.916,4305.184,10279.931,10456.584,9989.425,9955.967,9928.186,9899.359,9902.029,9930.851,10345.146,10215.075,3634.479,9504.153,6577.094,10752.922,10839.498,11009.616,4800.600,5057.601,10212.029,10271.989,10255.447,10212.620,9739.269,10819.643,9976.140,9999.633,9938.487,9748.228,4993.824,11030.628,11058.803,11058.803,10340.583,9941.998,10389.034,10022.913,10183.560,10368.315,10060.648,9929.922,10886.766,11688.396,,,11656.270,11981.795,12342.273,11632.744,12038.371,12304.663,11576.066,,11632.744,11730.618,11150.285,11540.514,11786.946,11785.329,12332.027,11632.744,,,,11905.674,12194.350,11777.353,,12865.208,8908.895,10866.126,10691.190,,,,10395.349,11878.222,11985.592,,12189.063,11574.965,,,11656.270,11099.833,11630.048,11858.531,10814.163,11540.514,11278.387,10842.667,11586.445
Ogishima,,13775.255,9437.030,12389.049,14143.503,12649.604,12388.525,12254.124,,,9405.454,9348.712,,12375.500,8602.045,,9434.072,9662.599,14022.109,,12218.676,14171.947,12502.354,9957.208,13745.966,12023.165,8952.062,12827.254,12830.346,9375.377,12135.222,13155.694,9344.212,,8750.318,8720.375,9236.375,14134.856,10115.946,13028.478,12277.933,12070.315,13946.660,12595.862,11958.939,13269.401,13850.985,,13808.997,9353.998,12409.319,14039.889,12091.574,12995.229,13120.547,13910.464,13523.521,,12305.542,,,9944.163,9943.611,13676.490,13467.707,13011.445,9214.849,10581.325,9198.930,8972.758,8969.257,9350.762,9144.412,8336.684,14045.854,13051.866,8066.094,,10883.895,13643.558,,13005.687,13044.556,12613.588,13836.413,9341.137,12536.490,10106.439,11404.675,11616.269,,9358.469,13336.239,11962.612,12734.604,12215.574,,13074.036,13411.042,12652.738,13853.045,14164.079,13630.948,12846.408,14301.967,12550.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oita,,14186.103,9847.878,12799.897,14554.351,13060.452,12799.373,12664.972,,,9816.302,9759.560,,12786.348,9012.893,,9844.920,10073.447,14432.957,,12629.524,14582.795,12913.202,10368.056,14156.814,12434.013,9362.910,13238.102,13241.194,9786.225,12546.070,13566.542,9755.060,,9161.166,9131.223,9647.223,14545.704,10526.794,13439.326,12688.781,12481.163,14357.508,13006.710,12369.787,13680.249,14261.833,,14219.845,9764.846,12820.167,14450.737,12502.422,13406.077,13531.395,14321.312,13934.369,,12716.390,,,10355.011,10354.459,14087.338,13878.555,13422.293,9625.697,10992.173,9609.778,9383.606,9380.105,9761.610,9555.260,8747.532,14456.702,13462.714,8476.942,,11294.743,14054.406,,13416.535,13455.404,13024.436,14247.261,9751.985,12947.338,10517.287,,12027.117,,9769.317,13747.087,12373.460,13145.452,12626.422,,13484.884,13821.890,13063.586,14263.893,14574.927,14041.796,13257.256,14712.815,12961.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okinawa,,,10194.105,,,,,13011.199,,,10162.529,10105.787,,,9359.120,,10191.147,10419.674,,,12975.751,14929.022,13259.429,10714.283,,12780.240,9709.137,,,10132.452,,,10101.287,,9507.393,9477.450,9993.450,,10873.021,13785.553,13035.008,12827.390,,13352.937,,14026.476,,,,10111.073,13166.394,,12848.649,,,,,,13062.617,,,10701.238,10700.686,,14224.782,,9971.924,11338.400,9956.005,9729.833,9726.332,10107.837,9901.487,9093.759,,,8823.169,,11640.970,,,,13801.631,13370.663,,10098.212,,10863.514,,,,10115.544,14093.314,12719.687,,12972.649,,13831.111,,13409.813,,,14388.023,13603.483,,13307.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onslow,,,11812.325,,,,,,,,11780.749,11724.007,,,,,11809.367,,,,,,,,,,,,,11750.672,,,11719.507,,,,11611.670,,,,,,,,,,,,,11729.293,,,,,,,,,,,,,,,,,11590.144,,11574.225,,,11726.057,11519.707,10711.979,,,10441.389,,,,,,,,,11716.432,,,,,,11733.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ortona,6785.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14420.804,14762.028,13790.796,9628.458,8765.275,14622.309,14447.207,13986.847,14296.555,13660.751,13770.572,14169.049,13382.934,13405.079,14102.037,14762.028,14071.511,13666.409,13967.152,13535.729,14487.288,13457.455,14507.879,13687.367,14178.238,13792.106,11027.421,14074.072,10271.812,13215.243,14169.049,14589.540,7680.316,8036.584,14011.331,14187.984,13720.825,13687.367,13659.586,13630.759,13633.429,13662.251,14076.546,13946.475,7365.879,13235.553,10308.494,14484.322,14570.898,14741.016,8532.000,8789.001,13943.429,14003.389,13986.847,13944.020,13470.669,14551.043,13707.540,13731.033,13669.887,13479.628,8725.224,14762.028,14790.203,14790.203,14071.983,13673.398,14120.434,13754.313,13914.960,14099.715,13792.048,13661.322,14618.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osaka,,14065.776,9727.551,12679.570,14434.024,12940.125,12679.046,12544.645,,,9695.975,9639.233,,12666.021,8892.566,,9724.593,9953.120,14312.630,,12509.197,14462.468,12792.875,10247.729,14036.487,12313.686,9242.583,13117.775,13120.867,9665.898,12425.743,13446.215,9634.733,,9040.839,9010.896,9526.896,14425.377,10406.467,13318.999,12568.454,12360.836,14237.181,12886.383,12249.460,13559.922,14141.506,,14099.518,9644.519,12699.840,14330.410,12382.095,13285.750,13411.068,14200.985,13814.042,,12596.063,,,10234.684,10234.132,13967.011,13758.228,13301.966,9505.370,10871.846,9489.451,9263.279,9259.778,9641.283,9434.933,8627.205,14336.375,13342.387,8356.615,,11174.416,13934.079,,13296.208,13335.077,12904.109,14126.934,9631.658,12827.011,10396.960,,11906.790,,9648.990,13626.760,12253.133,13025.125,12506.095,,13364.557,13701.563,12943.259,14143.566,14454.600,13921.469,13136.929,14592.488,12840.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paldiski South Harbour,6573.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14208.756,14549.980,13578.748,9416.410,8553.227,14410.261,14235.159,13774.799,14084.507,13448.703,13558.524,13957.001,13170.886,13193.031,13889.989,14549.980,13859.463,13454.361,13755.104,13323.681,14275.240,13245.407,14295.831,13475.319,13966.190,13580.058,10815.373,13862.024,10059.764,13003.195,13957.001,14377.492,7468.268,7824.536,13799.283,13975.936,13508.777,13475.319,13447.538,13418.711,13421.381,13450.203,13864.498,13734.427,7153.831,13023.505,10096.446,14272.274,14358.850,14528.968,8319.952,8576.953,13731.381,13791.341,13774.799,13731.972,13258.621,14338.995,13495.492,13518.985,13457.839,13267.580,8513.176,14549.980,14578.155,14578.155,13859.935,13461.350,13908.386,13542.265,13702.912,13887.667,13580.000,13449.274,14406.118,,,,,,,,,,,,,,14669.637,,,,,,,,,,,,,,12428.247,14385.478,14210.542,,,,13914.701,,,,,,,,,14619.185,,,14333.515,,,14362.019,
