from,Bintulu,Limassol,Mizushima,Tombak LNG Terminal,Fos - Cavaou LNG Terminal,Kitakyushu,Barcelona,Tangguh,Chiwan,Halifax,Malacca,Point Fortin,Otaru,Kushiro,Le Havre,Koper,Kagoshima,Quintero,Osaka,Kochi,Qalhat,Incheon,Quebec,Rotterdam,Khor al Zubair,Isle of Grain,Okinawa,Falconara,Ohgishima,Semarang,Hadera,Mossel Bay,Donghae,Bahrain,Cameron,Arzew,Shenzhen,Dalian,Zhangjiagang,Aliaga,Punta Europa,Guayama,Tobata,Wakayama,Nanao,Suez Canal,Seria,Lahad Datu,Zhuhai,Pointe-a-Pitre,Soyo,Pluto,Gioia Tauro,Luwuk,Shanghai,Rostock,Qinzhou,Vyborg,Port Qasim,Pecem,Guayanilla,Swinoujscie,Karwar - South Port,Lumut,Sabine Pass,Negishi,Cartagena,Joetsu,Kwangyang,Panigaglia,Qingdao,Rosignano LNG,Dragon,Hakodate,Shinminato,Lake Charles,Port Esquivel,New Plymouth,Yokohama,Coega,Niigata-Nishi,Kakinada,Escobar,Qinhuangdao,Pampa Melchorita,Balboa,Livorno,Sodegaura,Port Moresby,Costa Azul,Huelva,Rio Grande,Zeebrugge,Revithoussa,Kenai,Tianjin,Fujairah,Corpus Christi,Tripoli,Senboku,El Ferrol,Kitimat,Dar-es-Salaam,Northeast Gateway Deepwater Port,Cove Point,Marsa el Brega,Rosarito,Everett,Heibei,Acajutla,Paldiski,Yangshan,Sendai,Cai Mep,Hammerfest,Higashi-Ogishima,Fos Sur Mer,Lianyungang,Sakhalin,Salvador,Bonny,Karratha Gas Plant,Ortona,Mombasa,Fort de France,Map Ta Phut,Barrow Island,Soma,Mejillones,Canaport,Hatsukaichi,Pascagoula,Manzanillo,Mozambique Port,Niigata Higashi,Yuzhny,Jiangsu,AES Andres,Golden Pass,Brownsville,Dahej,Hainan,Gwangyang,Colon,Ningbo,Ashdod,Skikda,Cape Town,Bethioua,Yokkaichi,Sungai Udang,Sagunto,Dunkirk,Guanabara,Jorf Lasfar,Arun,Batangas,Dangjin,Pipavav,Boryeong,Drovyanoy,Bal Haf LNG,Hitachi,Trieste,Puerto Bahia,Gulf Gateway Deepwater Port,Tenerife,Haikou,Bilbao,Jebel Ali,Panama Canal,Krk Island,Tokyo Bay,Yangpu,Chittagong,Neptune,Yung An,Montevideo,Freeport,Taranto,Chita,Coos Bay,Marmara Ereglisi,Porto Empedocle,Taichung,Johore,Ennore,Fukuoko,Panjang,Guangdong,Nagasaki,Gibraltar,Himeji,Jakarta,Sao Francisco do Sul,Darwin,South Hook LNG,Futtsu,Talcahuano,Hachinohe,Dampier,Port Dolphin,Tabangao,Ras Laffan,Hazira,Ho Chi Min City,Altamira,Shimizu,Gladstone,Sakai,Klaipeda,Gangavaram,Jurong Marine Base - Singapore,Vladivostok,Malta,Karachi,Ambon,Kawagoe,Sakaide,Haldia,Teeside,Yanai,Pars LNG Terminal,Mundra,Holyhead,Brass,Port Said,Shtokman,Plaquemines,Abu Dhabi,Limerick,Sines,Ain Sokhna,Dabhol,Idku,Bahia Blanca,Oita,Aqaba,Dili,Tong Yong,Montoir,Kribi,Damietta,Port Arthur,Wilhelmshaven,Elba,Fujian,Samcheog,Prince Rupert,Suez,Mina Al Ahmadi,Bontang,Rovigo,Pyeongtaek
Nagasaki,2081,8129,340,6062,9522,166,9527,2443,1229,12542,2542,13299,897,998,11068,9240,172,9830,416,4294,5544,487,12919,11273,6339,11255,433,9135,701,2901,8079,7828,324,6136,14636,9621,1228,615,,8546,10445,13239,164,459,582,,1930,1932,1240,13074,9850,3461,9224,2213,460,11970,1645,12556,5328,11725,13277,11999,4600,1935,14628,698,9627,586,174,9419,555,9384,10993,803,592,14641,13788,5002,700,7650,625,4009,11062,733,9048,8275,9399,709,3379,5497,9974,11084,11210,8535,3875,783,5749,14738,8189,416,10529,4494,7836,12878,13290,8725,5485,12891,755,7432,12393,438,919,1979,12488,705,9525,567,1095,11369,10469,3460,9065,7986,13129,2539,3477,902,9744,12815,287,14412,6520,7284,634,9094,432,13411,14631,14719,5080,1440,174,14183,,8062,9269,8094,9620,585,2545,9597,11162,11303,10097,2906,1361,447,5017,421,13622,6328,809,9242,13964,14523,10572,1442,10763,5933,,9198,712,1514,3944,12878,931,10920,14670,8869,584,4786,8703,8946,730,2419,4005,74,3024,1193,0,9851,392,2934,11478,2940,10990,700,9757,895,3464,14301,1361,6059,5000,2007,14756,630,3922,415,12195,3986,2432,664,8862,5321,2449,585,332,4005,11476,243,6051,5201,11089,10455,7924,12786,14443,6006,11076,10134,7821,4785,8084,10604,244,7768,2567,179,10855,10388,7976,14638,11506,13551,780,324,4308,7822,6285,2257,9225,484
Gibraltar,8083,1916,10133,5064,704,9992,526,9432,8893,2699,7328,3456,10716,10820,1226,1727,9854,8007,10158,5590,4524,10049,3076,1430,5341,1412,9532,1622,10355,7994,2011,5430,10136,5138,4793,266,8892,10125,9782,1651,3460,3396,9990,10126,10404,,8179,8748,8884,3231,3815,8626,1032,9065,9715,2127,8828,2713,4852,3034,3434,2157,5300,8184,4785,10353,252,10408,9931,888,10009,882,1150,10625,10415,4798,3945,10992,10354,5559,10447,6709,5337,10243,9139,10490,872,10363,10211,12289,131,4919,1367,1520,13677,10293,4736,4895,2040,10155,686,13783,7526,3035,3447,1400,12313,3049,10265,10806,2550,9641,10561,8075,2645,10360,707,10020,10914,3530,3393,8625,1553,7677,3286,8208,8597,10544,8598,2972,10085,4570,11325,6968,10456,2178,9785,3568,4788,4876,5104,8809,9931,4340,9614,2020,611,5116,265,10241,7331,413,1319,4217,254,6970,8799,10009,5032,9985,3779,3606,10451,1729,4121,4680,729,8811,920,4935,,1685,10367,8739,7173,3035,9074,5195,4827,1287,10240,13139,1787,928,9420,7497,6487,9894,7653,8906,9866,0,10179,7786,4547,9201,1147,10354,7779,10714,8629,4458,8799,5061,5141,8102,4913,10282,11256,10155,2352,6740,7448,10478,997,4836,9103,10241,10126,7072,1633,10043,5053,4933,1246,3327,1922,2943,4600,5008,1233,291,2048,5157,1823,5604,10020,2330,8896,9976,1012,3527,1898,4795,1663,3708,9480,10136,13819,2024,5287,8771,1713,10046
Himeji,2375,8440,65,6373,9833,230,9838,2562,1546,12854,2853,13610,1010,909,11380,9551,399,9577,50,4605,5855,711,13230,11584,6650,11566,674,9446,390,3218,8390,8140,467,6447,14947,9932,1545,846,832,8857,10756,13551,227,61,689,,2223,2194,1556,13385,10161,3640,9535,2382,765,12281,1962,12867,5639,12036,13588,12311,4911,2228,14939,387,9938,693,410,9730,795,9695,11304,859,699,14952,14099,4974,389,7961,731,4320,11089,964,8835,8062,9710,398,3384,5302,10285,11112,11521,8846,3724,1014,6060,15049,8500,49,10840,4343,8147,13189,13601,9036,5290,13203,986,7224,12705,758,608,2296,12799,394,9836,813,1208,11680,10780,3639,9376,8297,13441,2856,3681,591,9443,13126,156,14724,6312,7595,741,9405,722,13722,14942,15030,5391,1757,410,14494,806,8373,9580,8405,9931,274,2856,9908,11473,11614,10408,3217,1654,671,5328,644,13933,6639,498,9553,14275,14834,10883,1759,11074,6244,,9509,401,1831,4255,13190,1248,10948,14981,9180,273,4616,9014,9257,1052,2730,4316,442,3331,1510,389,10162,0,3242,11529,3109,11301,389,9530,761,3643,14612,1654,6370,5311,2323,15067,319,3913,49,12506,4297,2743,792,9173,5632,2618,274,57,4316,11787,161,6362,5512,11400,10766,8235,13097,14754,6317,11387,10445,8132,5096,8395,10631,193,8079,2736,376,11166,10699,8287,14949,11817,13862,1103,467,4157,8133,6596,2466,9536,708
Jakarta,1091,6058,3207,3991,7451,3061,7456,1714,2005,10471,891,10623,3785,3889,8998,7169,2922,9711,3223,2223,3473,3118,10848,9202,4268,9184,2597,7064,3420,274,6008,5031,3205,4065,12565,7550,2004,3193,2851,6475,7648,10981,3059,3191,3473,,1187,1358,1996,10710,7053,1306,7153,1347,2784,9899,1949,10485,3257,8927,11009,9929,2529,1193,12557,3418,7556,3477,3000,7348,3077,7313,8922,3694,3484,12570,11539,4771,3419,4857,3516,2164,8972,3312,10307,10722,7328,3428,2536,8145,7903,8697,9139,6464,6742,3362,3678,12667,6118,3220,8458,7361,5108,10807,11219,6654,8132,10821,3334,9894,10322,2710,3626,1234,10417,3424,7454,3089,3983,8571,7672,1305,6994,5259,10646,1383,1278,3609,10143,10744,3159,12342,9001,4556,3525,7023,2854,11157,12560,12648,3008,1930,3000,11685,2683,5991,7198,5296,7549,3306,893,7526,9091,8505,8026,1254,1810,3078,2946,3054,11551,4257,3516,7171,11455,12452,8501,1932,8692,3862,,7127,3431,1859,2226,10807,2150,8830,12599,6798,3305,7582,6632,6875,2489,767,2088,2963,175,2014,2934,7780,3243,0,8680,1610,8919,3419,9528,3779,1309,12230,1810,3988,2929,1261,12685,3347,3580,3220,10124,2152,780,3547,6791,3250,1385,3306,3199,2251,9405,3117,3980,3130,9018,7657,5853,10715,12372,3935,9005,8063,5750,2714,6013,8984,3093,5697,1189,3045,8784,7591,5905,12567,9435,11480,2549,3205,7175,5751,4214,1053,7154,3115
Sao Francisco do Sul,9680,6454,11571,9602,5242,11496,5064,10118,10511,4970,8946,3576,11709,11422,5405,6266,11400,3626,11506,7972,9063,11667,5579,5609,9879,5592,11150,6161,11250,8883,6549,3736,11734,9676,5691,4803,10510,11742,11400,6190,3797,3933,11494,11475,11815,,9777,9840,10502,3663,3701,8610,5570,9750,11333,6307,10446,6892,8950,1880,3961,6336,8246,9782,5683,11248,4790,11781,11549,5426,11626,5420,5319,11499,11825,5696,4491,6611,11249,3865,11727,8543,904,11861,4758,6109,5410,11258,8849,7908,4549,481,5546,6058,10152,11911,9274,5776,6578,11504,4872,9402,5832,5078,5130,5938,7932,5091,11883,6425,6730,11259,11344,9693,6728,11254,5245,11638,11626,1103,3741,8609,6091,5983,3599,9826,8579,11327,4217,5111,11498,5557,6944,5274,11725,6717,11403,4110,5686,5748,8713,10427,11549,4637,11232,6558,5149,,4803,11321,8948,4951,5498,381,4304,8587,10395,11627,8651,11603,7862,8144,11284,6268,4408,5579,3880,10429,5106,9473,,6224,11261,10357,9007,5078,10692,762,5718,5826,11320,8758,6325,5466,11038,9115,8322,11512,8556,10524,11483,4550,11527,8675,0,9577,5315,11249,3398,11416,8613,5478,10395,9599,8634,9720,5779,11318,8041,11503,6531,8574,9066,11920,5535,8943,9738,11321,11563,8906,5813,11456,9591,8824,5409,3683,6460,7026,5541,9546,5325,4533,6587,8419,6361,1173,11433,6868,9427,11594,5198,3823,6437,5693,5842,5063,11098,11734,9438,6563,9825,9535,6251,11664
Darwin,2256,7473,3106,5406,8866,3056,8871,1169,2597,11887,2120,11520,3821,3701,10413,8584,2861,8664,3089,3639,4889,3224,12264,10617,5683,10599,2542,8479,3202,1411,7423,5957,3244,5480,13635,8965,2596,3330,2995,7890,8545,11878,3054,3057,3509,,2104,1630,2592,11607,7950,1043,8569,926,2927,11314,2865,11900,,9825,11906,11344,3944,2110,13628,3199,8972,3513,3055,8763,3213,8728,10337,3650,3519,13640,12436,3497,3201,5798,3552,3579,9612,3448,9140,9449,8743,3210,1262,7465,9319,9594,10554,7879,6399,3498,5093,13720,7533,3086,9873,6989,6200,12222,12635,8069,7441,12236,3470,8795,11738,2857,3401,2463,11832,3206,8870,3225,4019,9468,8569,1042,8410,6351,11543,2612,1086,3383,9101,12160,3058,13501,8010,5648,3561,8439,2991,12054,13631,13692,4424,2661,3055,12582,2849,7407,8613,6193,8964,3135,2122,8941,10506,9402,9441,2483,1961,3184,4361,3158,12966,5672,3290,8586,12352,13523,9916,2662,10107,5277,,8542,3213,2734,3521,12223,2438,9470,13662,8214,3134,7143,8047,8290,2655,1996,3503,2960,1691,2578,2939,9195,3109,1610,9577,0,10334,3201,8475,3553,1046,13420,1961,5403,4344,2490,13723,3154,2307,3086,11539,3563,2009,3586,8206,4665,672,3135,3098,3582,10820,3016,5395,4545,10433,8554,7269,12130,13485,5350,10420,9478,7165,4130,7428,9153,2992,7112,494,3085,10199,8488,7320,13637,10850,12895,2715,3244,6823,7166,5629,1325,8569,3221
South Hook LNG,9243,3077,11294,6225,1864,11152,1686,10593,10054,2364,8488,3731,11877,11980,362,2888,11014,8808,11318,6750,5685,11209,2587,566,6501,549,10693,2783,11516,9155,3172,6243,11297,6298,4650,1425,10053,11285,10943,2812,4273,3526,11150,11287,11565,,9340,9909,10045,3442,4628,9786,2192,10226,10875,1264,9989,1849,6012,3729,3564,1293,6461,9345,4642,11513,1412,11569,11092,2048,11169,2042,3,11786,11575,4655,3951,11793,11515,6372,11608,7870,6106,11403,9941,11292,2032,11524,11371,13091,1103,5688,503,2680,14838,11454,5896,4752,3201,11316,533,14584,8339,2705,3169,2560,13115,2719,11425,11607,1687,10801,11722,9236,1591,11520,1867,11181,12075,4293,4205,9785,2713,8489,3507,9369,9757,11704,9399,2640,11246,4427,12127,7780,11617,3339,10945,3656,4646,4734,6265,9970,11092,4427,10775,3180,1771,5928,1425,11402,8491,1573,455,4985,1169,8130,9960,11169,6193,11145,2725,4766,11612,2890,4223,4538,1502,9972,554,6095,,2846,11527,9899,8334,2706,10235,5964,4685,2448,11401,13941,2947,2089,10581,8658,7648,11055,8813,10067,11026,1172,11339,8947,5315,10362,0,11514,8581,11874,9789,4316,9960,6221,6302,9263,4770,11443,12416,11315,1488,7900,8609,11639,2157,5997,10263,11402,11286,8233,770,11203,6213,6094,145,4139,3083,1889,4458,6168,345,909,3209,6318,2983,6372,11180,3490,10056,11137,407,4340,3059,4652,799,3464,10641,11297,14621,3185,6447,9932,2873,11207
Futtsu,2556,8622,430,6555,10015,559,10020,2625,1743,13036,3036,13792,762,604,11562,9733,597,9300,365,4788,6038,1040,13413,11766,6832,11748,857,9628,9,3313,8572,8322,796,6629,15129,10114,1742,1175,1109,9039,10938,13733,556,334,868,,2404,2318,1754,13567,10343,3737,9718,2480,1042,12463,2158,13049,5821,12218,13771,12493,5093,2410,15121,13,10121,835,739,9912,1124,9877,11486,552,878,15134,14282,4892,9,8144,781,4502,10816,1293,8536,7755,9892,16,3326,4998,10468,10838,11703,9028,3419,1343,6242,15231,8682,363,11022,4038,8329,13371,13784,9218,4986,13385,1315,6920,12887,1014,304,2484,12981,,10019,1142,964,11862,10963,3736,9559,8480,13623,3045,3778,286,9199,13309,521,14906,6008,7777,778,9588,1039,13904,15124,15213,5573,1954,739,14677,1054,8556,9762,8587,10113,212,3038,10090,11655,11522,10590,3400,1836,1000,5510,974,14115,6821,193,9735,14458,15017,11065,1955,11256,6426,,9691,19,2027,4437,13372,1445,10674,15164,9363,211,4312,9196,9439,1250,2912,4498,715,3513,1707,703,10344,386,3424,11255,3206,11483,0,,456,3740,14795,1836,6552,5493,2511,15249,127,3842,362,12688,4479,2925,973,9355,5814,2715,212,422,4498,11969,518,6544,5694,11582,10948,8418,13279,14937,6499,11569,10627,8314,5279,8577,10358,495,8261,2834,705,11348,10881,8469,15131,11999,14044,1300,796,3853,8315,6778,2577,9718,1037
Talcahuano,9923,9687,9575,10974,8475,9677,8297,8948,10098,8217,10160,6823,9451,9220,8650,9499,9650,262,9510,9264,10456,10158,8827,8854,11251,8836,,9394,9268,9551,9782,5290,9823,11048,8938,8036,10097,10288,10162,9423,6527,7181,9674,9478,9557,,9771,,10109,6910,6150,8602,8803,8926,10095,9551,10489,10137,10242,5127,7209,9581,9538,9777,8930,9266,8023,9524,9857,8659,10229,8653,8585,9241,9567,8943,7739,,9268,5419,9470,9835,2959,10406,1441,2804,8643,9276,7276,4817,7782,2981,8791,9291,7078,10457,10661,9023,9811,9507,8121,6323,7275,8325,8377,9171,4841,8338,10429,3172,9975,10055,,10197,9981,9273,8478,10241,9295,4345,6493,8601,9324,7425,6846,10658,8571,,856,8358,9666,8804,3789,6716,9467,9950,10092,7357,8934,8995,10006,10284,9857,7885,,9791,8382,5056,8036,,10163,8184,8743,3665,7537,9802,9628,10118,9943,10091,11114,11240,9209,9501,7655,8826,7113,10286,8355,10845,,9457,9280,10358,10299,8325,9837,2817,8965,9059,,5679,9558,8699,9978,10122,9613,,9410,10068,9756,7783,9531,9529,3399,8475,8582,9267,0,,8605,8725,9628,10971,9926,10224,9026,,6526,9507,9776,9865,10135,9662,8768,10235,8531,,9567,10198,9057,9636,10963,10116,8686,6446,9693,10279,8788,10918,8574,7770,9820,9711,9594,2501,9613,10101,8573,9823,8447,6506,9670,8940,9087,8310,10037,9823,6359,9796,11197,9403,9484,10155
Hachinohe,2911,8977,798,6910,10370,782,10375,2964,2081,13391,3391,14147,322,,11917,10088,965,9163,734,5143,6393,1195,13768,12121,7187,12103,1212,9983,447,3662,8927,8677,694,6984,15484,10469,2080,1330,1326,9394,11293,14088,780,702,428,,2759,2673,2091,13922,10698,4084,10073,2827,1259,12818,2496,13404,6176,12573,14126,12848,5448,2765,15476,444,10476,395,877,10267,1278,10232,11841,113,439,15489,14637,5139,446,8499,341,4857,10977,1448,8250,7470,10247,455,3574,4696,10823,10999,12058,9383,3073,1498,6597,15586,9037,731,11377,3692,8684,13726,14139,9573,4684,13740,1470,6634,13242,1253,194,2831,13336,451,10374,1297,557,12217,11318,4083,9914,8835,13978,3391,4126,203,8913,13664,889,15261,5722,8132,338,9943,1215,14259,15479,15568,5928,2292,877,15032,1305,8911,10117,8942,10468,580,3393,10445,12010,11683,10945,3754,2191,1155,5865,1128,14470,7176,282,10090,14813,15372,11420,2294,11611,6781,,10046,458,2366,4792,13727,1782,10835,15519,9718,579,3984,9551,9794,1566,3267,4853,948,3868,2045,895,10699,754,3779,11416,3553,11838,446,,0,4087,15150,2191,6907,5848,2858,15604,496,4090,730,13043,4834,3280,533,9710,6169,3063,580,790,4853,12324,859,6899,6049,11937,11303,8773,13634,15292,6854,11924,10982,8669,5634,8932,10518,860,8616,3181,828,11703,11236,8824,15486,12354,14399,1610,694,3507,8670,7133,2926,10073,1192
Dampier,2075,6901,3638,4834,8294,3589,8299,1702,2809,11314,1875,10556,4314,4234,9840,8012,3394,8787,3621,3066,4316,3655,11691,10045,5111,10027,3075,7907,3735,1166,6850,5002,3734,4908,12671,8393,2808,3731,3389,7318,7581,10914,3586,3590,4002,,2171,1630,2804,10643,6985,10,7996,1432,3321,10742,2933,11328,,8860,10942,10771,3372,2177,12663,3732,8399,4006,3529,8191,3615,8155,9765,4182,4012,12676,11472,3893,3734,,4045,3055,8904,3849,9383,10266,8171,3742,2080,8152,8746,8630,9981,7307,6932,3899,4520,12756,6961,3619,9301,7521,5253,11650,12043,7496,8139,11663,3871,9613,11165,3247,3933,2218,11260,3739,8297,3627,4512,8504,7605,10,7837,5403,10579,2367,96,3916,9219,11587,3590,12537,8827,,4054,7866,3391,11090,12666,12728,3851,2872,3529,11618,3221,6834,8041,5229,8392,3668,1877,8368,9933,8438,8869,2238,2185,3615,3789,3591,12393,5100,3823,8014,11388,12559,9344,2874,9535,4705,,7970,3746,2843,3116,11650,2718,8763,12698,7641,3667,7676,7475,7717,3027,1751,2975,3489,1190,2790,3464,8623,3642,1309,8613,1043,9762,3733,8604,4086,0,12456,2185,4831,3772,2245,12759,3687,3124,3618,10967,3043,1764,4076,7633,4093,1250,3668,3631,3141,10248,3548,4822,3973,9861,7590,6696,11558,12521,4778,9848,8906,6592,3557,6856,8861,3525,6540,939,3574,9627,7523,6748,12673,10277,12035,3087,3734,7355,6594,5056,1326,7997,3653
Port Dolphin,12534,6367,14585,9515,5155,14443,4977,13884,13345,2022,11779,2039,15167,15271,4528,6179,14305,8952,14609,10041,8976,14500,2838,4732,9792,4714,13984,6074,14807,12446,6462,7579,14587,9589,698,4716,13344,14576,14233,6103,5959,1600,14441,14578,14856,,12631,13200,13336,1864,6314,12453,5483,13516,14166,5136,13280,5721,9303,3640,1567,5165,9752,12636,690,14804,4703,14860,14383,5339,14460,5333,4320,15076,14866,703,1051,11937,14806,7708,14899,11160,6268,14694,10084,11436,5323,14814,14175,13235,4394,5851,4669,5971,15479,14744,9187,816,6491,14607,4239,14728,9675,1824,1467,5851,13259,1838,14716,11751,5559,14092,15013,12526,5114,14811,5158,14472,15365,4455,5892,12452,6004,9825,1917,12660,12422,14995,9543,1987,14536,402,12271,9116,14908,6630,14236,1444,693,823,9556,13261,14383,1351,14066,6471,5062,7289,4716,14693,11782,4864,4621,5148,4329,11421,13251,14460,9484,14436,6244,8057,14902,6181,1374,585,4066,13263,4464,9386,,6137,14818,13190,11624,1825,13526,6127,738,5739,14692,14085,6238,5379,13872,11949,10939,14346,12104,13358,14317,4463,14630,12238,5478,13420,4317,14805,8724,15165,12456,0,13251,9512,9593,12554,914,14734,13367,14606,5360,11191,11900,14930,5448,9288,13554,14693,14577,11524,4744,14494,9504,9385,4379,5826,6373,5408,456,9459,4167,4266,6500,9609,6274,6535,14471,6781,13269,14428,4463,6026,6350,700,4949,1020,13932,14587,14765,6476,9738,13223,6164,14498
Tabangao,865,7061,1614,4994,8454,1482,8459,1509,706,11474,1474,12231,2207,2310,10000,8172,1342,9817,1631,3226,4476,1548,11851,10205,5271,10187,1004,8067,1828,1717,7011,6753,1627,5068,13568,8553,705,1624,1282,7478,9364,12171,1480,1600,1895,,714,655,703,12006,8769,2184,8156,1237,1214,10902,982,11488,4260,10644,12209,10932,3532,719,13560,1826,8559,1899,1422,8351,1508,8316,9925,2116,1905,13573,12720,4682,1827,6579,1938,2941,10664,1742,10088,9470,8331,1836,2731,6722,8906,10414,10142,7467,5150,1793,4681,13670,7121,1629,9461,5769,6768,11810,12222,7657,6710,11824,1764,8634,11325,1140,2034,923,11420,1832,8457,1520,2405,10288,9389,2183,7997,6918,12061,1483,2200,2017,10196,11747,1565,13344,7722,6216,1947,8026,1284,12343,13563,13651,4012,778,1422,13115,1114,6994,8201,7013,8552,1713,1477,8529,10094,10222,9029,1838,0,1508,3949,1484,12554,5260,1924,8174,12896,13455,9504,780,9695,4865,,8130,1839,852,2876,11810,611,10523,13602,7801,1712,6042,7635,7878,920,1351,2937,1382,1898,687,1357,8783,1652,1808,10397,1963,9922,1827,9629,2187,2187,13233,0,4991,3932,950,13688,1754,3536,1628,11127,2918,1364,1969,7794,4253,1473,1713,1606,2937,10408,1523,4983,4133,10021,9374,6856,11718,13375,4938,10008,9066,6753,3717,7016,10321,1500,6700,1591,1467,9787,9307,6908,13570,10438,12483,980,1627,5583,6754,5217,981,8157,1546
Ras Laffan,4284,3324,6335,142,4716,6193,4721,5634,5095,7737,3529,8493,6918,7022,6263,4434,6055,11198,6359,1791,566,6251,8114,6467,414,6449,5734,4329,6557,4196,3273,6030,6338,211,9830,4815,5094,6326,5984,3740,8497,8434,6191,6328,6606,,4381,4950,5086,8269,8052,4827,4419,5267,5916,7164,5030,7750,910,8072,8472,7194,1502,4386,9822,6554,4822,6610,6133,4613,6210,4578,6187,6827,6616,9835,8983,8095,6556,5852,6649,2911,9934,6444,12330,13681,4593,6565,6412,11456,5169,9696,6404,3729,9879,6495,376,9932,3383,6357,5723,10498,6038,8072,8485,3919,11443,8086,6466,13369,7588,5842,6763,4277,7682,6561,4720,6222,7116,8568,8430,4826,4260,6188,8324,4410,4799,6745,11789,8010,6287,9607,12457,5486,6658,4289,5987,8605,9825,9914,1286,5011,6133,9378,5816,3257,4463,6296,4814,6443,3532,4791,6356,9254,5291,3171,5001,6210,1214,6186,8816,1523,6653,4436,9159,9718,5766,5013,5957,210,,4392,6568,4940,3375,8073,5276,9792,9865,4064,6442,10771,3897,4140,5622,3699,2689,6096,3854,5108,6067,5045,6380,3988,9584,5403,6184,6555,10970,6916,4831,9496,5001,0,1323,4304,9950,6484,7457,6356,7389,2941,3650,6680,4056,888,5304,6443,6327,3274,6670,6244,131,1077,6283,8364,3119,7980,9638,141,6270,5328,3015,1358,3278,9945,6221,2962,5097,6178,6049,8565,3170,9832,6700,8745,5682,6338,10312,3016,360,4973,4419,6248
Hazira,3225,3411,5276,1322,4803,5135,4808,4575,4036,7824,2471,8580,5859,5963,6350,4521,4997,10153,5301,728,820,5192,8201,6554,1599,6536,4675,4416,5498,3137,3360,4986,5279,1396,9917,4902,4035,5268,4925,3827,7600,8521,5133,5269,5547,,3322,3891,4027,8355,7005,3769,4506,4208,4858,7251,3971,7837,537,8159,8559,7281,,3327,9909,5496,4909,5551,5074,4700,5151,4665,6274,5768,5558,9922,9070,7036,5497,4808,5590,1852,8890,5386,11285,12637,4680,5506,5353,10397,5256,8649,6491,3816,8820,5436,1013,10019,3470,5298,5810,9439,4993,8159,8572,4006,10384,8173,5408,12311,7675,4784,5704,3218,7769,5502,4807,5163,6057,8524,7624,3768,4347,5144,8411,3351,3740,5687,10744,8097,5228,9694,11399,4441,5599,4376,4928,8692,9912,10001,225,3952,5074,9465,4757,3344,4550,5249,4901,5384,2473,4878,6443,8458,5378,2113,3942,5152,,5128,8903,1609,5594,4523,9246,9805,5853,3954,6044,1193,,4479,5509,3882,2316,8160,4217,8748,9952,4151,5383,9712,3984,4227,4563,2640,1630,5037,2796,4049,5009,5132,5321,2929,8632,4344,6271,5497,9925,5857,3772,9583,3942,1319,0,3245,10037,5425,6398,5298,7476,1883,2591,5621,4143,529,4246,5384,5269,2215,6757,5186,1311,405,6370,7610,3206,8067,9725,1266,6357,5415,3102,249,3365,8900,5163,3049,4038,5119,6136,7543,3257,9919,6787,8832,4623,5279,9254,3103,1545,3914,4506,5189
Ho Chi Min City,624,6366,2274,4299,7759,2133,7764,2103,1029,10779,779,11536,2857,2961,9305,7476,1994,10411,2308,2531,3781,2190,11156,9509,4575,9492,,7371,,1228,6315,6065,2277,4372,12872,7858,1028,2266,1923,6783,8682,11476,2131,2277,2545,,615,1099,1020,11311,8087,2242,7461,1831,1856,10207,964,10792,3565,9962,11514,10236,2836,620,12865,,7864,2549,2072,7655,2149,7620,9229,2766,2556,12878,12025,5276,2507,5887,2588,2245,9969,2384,10749,10150,7635,,3327,7401,8211,9731,9446,6772,5830,2434,3985,12975,6426,2306,8766,6449,6073,11115,11527,6961,7389,11128,2406,9313,10630,1782,2714,44,10725,,7762,2161,3055,9606,8706,2241,7302,6223,11366,752,2259,,10790,11052,2226,12649,8402,5520,2597,7331,1926,11647,12868,12956,3316,945,2072,12420,1755,6299,7506,6331,7856,2393,782,7833,9398,9539,8333,1143,952,2150,3254,2126,11858,4565,2604,7478,12201,12760,8808,947,8999,4169,,7434,2519,875,2181,11115,1215,9827,12907,7106,2392,6722,6939,7182,1561,656,2241,2035,1351,1042,2007,8088,2326,1261,9714,2490,9226,,10223,2858,2245,12538,952,4296,3237,0,12993,,4129,2305,10432,2223,668,2619,7098,3557,2066,2393,2267,2241,9713,2184,4287,3437,9326,8692,6161,11023,12680,4242,9312,8370,6057,3022,6321,9979,2161,6005,2057,2117,9092,8625,6213,12874,9742,11787,1621,2277,6263,6059,4521,1431,7462,2187
