from,Bintulu,Limassol,Mizushima,Tombak LNG Terminal,Fos - Cavaou LNG Terminal,Kitakyushu,Barcelona,Tangguh,Chiwan,Halifax,Malacca,Point Fortin,Otaru,Kushiro,Le Havre,Koper,Kagoshima,Quintero,Osaka,Kochi,Qalhat,Incheon,Quebec,Rotterdam,Khor al Zubair,Isle of Grain,Okinawa,Falconara,Ohgishima,Semarang,Hadera,Mossel Bay,Donghae,Bahrain,Cameron,Arzew,Shenzhen,Dalian,Zhangjiagang,Aliaga,Punta Europa,Guayama,Tobata,Wakayama,Nanao,Suez Canal,Seria,Lahad Datu,Zhuhai,Pointe-a-Pitre,Soyo,Pluto,Gioia Tauro,Luwuk,Shanghai,Rostock,Qinzhou,Vyborg,Port Qasim,Pecem,Guayanilla,Swinoujscie,Karwar - South Port,Lumut,Sabine Pass,Negishi,Cartagena,Joetsu,Kwangyang,Panigaglia,Qingdao,Rosignano LNG,Dragon,Hakodate,Shinminato,Lake Charles,Port Esquivel,New Plymouth,Yokohama,Coega,Niigata-Nishi,Kakinada,Escobar,Qinhuangdao,Pampa Melchorita,Balboa,Livorno,Sodegaura,Port Moresby,Costa Azul,Huelva,Rio Grande,Zeebrugge,Revithoussa,Kenai,Tianjin,Fujairah,Corpus Christi,Tripoli,Senboku,El Ferrol,Kitimat,Dar-es-Salaam,Northeast Gateway Deepwater Port,Cove Point,Marsa el Brega,Rosarito,Everett,Heibei,Acajutla,Paldiski,Yangshan,Sendai,Cai Mep,Hammerfest,Higashi-Ogishima,Fos Sur Mer,Lianyungang,Sakhalin,Salvador,Bonny,Karratha Gas Plant,Ortona,Mombasa,Fort de France,Map Ta Phut,Barrow Island,Soma,Mejillones,Canaport,Hatsukaichi,Pascagoula,Manzanillo,Mozambique Port,Niigata Higashi,Yuzhny,Jiangsu,AES Andres,Golden Pass,Brownsville,Dahej,Hainan,Gwangyang,Colon,Ningbo,Ashdod,Skikda,Cape Town,Bethioua,Yokkaichi,Sungai Udang,Sagunto,Dunkirk,Guanabara,Jorf Lasfar,Arun,Batangas,Dangjin,Pipavav,Boryeong,Drovyanoy,Bal Haf LNG,Hitachi,Trieste,Puerto Bahia,Gulf Gateway Deepwater Port,Tenerife,Haikou,Bilbao,Jebel Ali,Panama Canal,Krk Island,Tokyo Bay,Yangpu,Chittagong,Neptune,Yung An,Montevideo,Freeport,Taranto,Chita,Coos Bay,Marmara Ereglisi,Porto Empedocle,Taichung,Johore,Ennore,Fukuoko,Panjang,Guangdong,Nagasaki,Gibraltar,Himeji,Jakarta,Sao Francisco do Sul,Darwin,South Hook LNG,Futtsu,Talcahuano,Hachinohe,Dampier,Port Dolphin,Tabangao,Ras Laffan,Hazira,Ho Chi Min City,Altamira,Shimizu,Gladstone,Sakai,Klaipeda,Gangavaram,Jurong Marine Base - Singapore,Vladivostok,Malta,Karachi,Ambon,Kawagoe,Sakaide,Haldia,Teeside,Yanai,Pars LNG Terminal,Mundra,Holyhead,Brass,Port Said,Shtokman,Plaquemines,Abu Dhabi,Limerick,Sines,Ain Sokhna,Dabhol,Idku,Bahia Blanca,Oita,Aqaba,Dili,Tong Yong,Montoir,Kribi,Damietta,Port Arthur,Wilhelmshaven,Elba,Fujian,Samcheog,Prince Rupert,Suez,Mina Al Ahmadi,Bontang,Rovigo,Pyeongtaek
Haldia,2229,12507,4280,3274,11294,4138,11116,3680,3040,11966,1474,10847,4862,4966,11490,12318,4000,10425,4304,1506,2756,4195,12469,11694,3551,11677,3679,12213,4502,2326,12602,5258,4282,3348,12963,10856,3038,4271,3928,12242,7872,11205,4136,4273,4551,,2325,2895,3031,10935,7277,3138,11622,3313,3861,12392,2975,12977,2540,9152,11233,12421,1812,2331,12955,4499,10842,4555,4078,11478,4155,11472,11414,4771,4561,12968,11763,6582,4501,5080,4594,488,9162,4389,11557,11948,11462,4509,4502,9400,10601,8921,11631,12110,7823,4439,2961,13048,12631,4302,10951,8442,5266,12192,12335,11990,9388,12206,4411,11314,12815,3787,4708,2221,12877,4506,11297,4167,5060,8796,7896,3137,12143,5416,10871,2355,3110,4690,11016,12165,4231,12829,10402,4713,4603,12769,3931,11382,12958,13019,2291,2956,4078,11909,3761,12610,11201,5521,10855,4388,1477,11003,11583,8730,10356,1158,2946,4155,2229,4131,14011,3540,4597,12320,11679,12850,9944,2957,11184,3145,,12276,4513,2885,343,12193,3221,9020,12989,11878,4386,8715,12377,11519,3567,1644,730,4041,2117,3053,4012,10602,4325,2250,8905,3589,11411,4500,10197,4860,3141,12747,2946,3271,2212,2249,13051,4429,5547,4301,12616,422,1595,4624,11587,2533,3351,4388,4272,0,11898,4189,3263,2413,11510,7882,12513,13175,12813,3218,11465,10591,5032,1997,12413,9172,4166,4980,3155,4123,11277,7815,12489,12965,11927,12326,3627,4282,8257,5034,3497,3019,12303,4193
Teeside,12668,3557,12992,12669,2345,13055,2167,13105,13498,2720,11933,4286,12438,12196,477,3369,13159,7513,12927,10959,12151,13468,2839,304,12946,325,13403,3263,12643,11871,3652,6724,12967,12743,5078,1906,13497,13603,13599,3293,4753,4025,13053,12896,12701,,12765,12827,13490,3982,5109,11597,2673,12738,13532,706,13434,1292,11937,4225,4063,735,11234,12770,5071,12640,1893,12668,13150,2529,13551,2523,752,12386,12712,5083,4389,11621,12642,6852,12614,11531,6595,13721,6345,4904,2513,12650,13107,7746,1584,6178,358,3161,10008,13771,12356,5180,3681,12925,1004,9252,8820,3061,3525,3041,7770,3074,13743,5767,1129,13526,12451,12680,1222,12647,2348,13570,12216,4783,4686,11596,3194,8970,4063,12814,11567,12460,7017,2996,13083,4855,6661,8261,12611,3819,13488,4139,5074,5162,11701,13415,13150,4865,13578,3661,2252,6409,1906,12773,11936,2054,348,5475,1650,11575,13382,13428,11638,13401,2355,12935,12516,3371,4706,4966,1983,13417,1007,12540,,3327,12654,13344,11995,3061,13680,6454,5113,2929,12771,8609,3428,2569,13812,12103,11309,13277,11544,13512,13169,1653,12948,11663,5805,12565,749,12641,7706,12363,11600,4744,13382,12666,11621,12708,5198,12688,12762,12924,931,11561,12054,12735,2638,11930,12725,12773,12984,11894,0,13080,12658,11811,838,4620,3563,1520,4886,12613,919,1390,14428,11407,3464,6862,13057,14375,12414,13101,873,4821,3540,5080,363,3819,13862,12967,9289,14429,12892,12523,3354,13465
Yanai,2247,14473,112,6239,13261,84,13083,2486,1406,10549,2720,9404,864,962,12843,14285,260,9691,188,4472,5721,565,11317,13047,6516,13029,547,14180,517,3083,14568,8006,321,6313,9782,12822,1405,700,686,14209,10622,9184,81,200,543,,2096,2085,1417,9403,10027,3546,13589,2289,619,13483,1822,14069,5505,11015,9154,13513,4777,2101,9775,514,12809,547,264,13445,649,13439,12657,767,553,9788,8770,4978,516,7828,585,4186,11016,818,8961,8187,13429,524,3374,5429,12504,11039,12984,14077,3839,868,5926,9868,14597,188,12457,4458,8013,10382,10096,13957,5417,10396,840,7350,13907,612,735,2156,13543,521,13264,667,1062,11546,10647,3546,14110,8164,9386,2717,3585,717,9570,10545,59,9648,6438,7461,595,14736,576,9036,9778,9839,5257,1617,264,8226,660,14577,13168,8271,12822,401,2722,12970,12936,11480,12392,3083,1527,525,5194,498,14674,6505,624,14287,8500,9670,12050,1619,12688,6110,,14243,528,1691,4121,10383,1108,10875,9809,13845,400,4743,14344,13485,913,2596,4182,296,3201,1370,244,12569,163,3117,11456,3016,12654,515,9633,859,3550,9578,1527,6236,5177,2184,9871,445,3914,187,13708,4163,2609,646,13554,5498,2525,401,104,4182,13091,0,6228,5378,12717,10632,14479,13838,9632,6183,12530,12396,7998,4963,14380,10558,53,7945,2643,230,12739,10565,14456,9784,13280,9792,962,321,4272,7999,6462,2365,14270,562
Pars LNG Terminal,4279,13277,6330,,12064,6189,11886,5629,5090,12736,3525,11617,6913,7017,12260,13088,6050,11193,6355,1787,561,6246,13239,12464,320,12447,5729,12983,6552,4191,13372,6026,6333,133,13733,11626,5089,6321,5979,13012,8642,11975,6186,6323,6601,,4376,4945,5081,11705,8047,4823,12392,5262,5912,13162,5025,13747,905,9922,12003,13191,1497,4381,13725,6549,11612,6605,6128,12248,6205,12242,12184,6822,6611,13738,12533,8090,6551,5847,6644,2906,9929,6439,12325,12718,12232,6560,6408,11451,11371,9691,12401,12880,9874,6490,371,13818,13401,6352,11721,10493,6033,12962,13105,12760,11438,12976,6462,13364,13585,5838,6758,4272,13647,6556,12067,6217,7111,9566,8666,4822,12913,6183,11641,4405,4794,6741,11784,12935,6282,13599,12452,5481,6653,13539,5982,12152,13728,13789,1281,5006,6128,12679,5811,13380,11971,6291,11625,6438,3527,11773,12353,9500,11126,3166,4996,6206,1209,6182,14781,1518,6648,13090,12450,13620,10714,5008,11954,230,,13046,6563,4936,3370,12963,5271,9788,13759,12648,6437,10766,13147,12289,5617,3694,2684,6091,3849,5103,6062,11372,6375,3983,9675,5398,12181,6551,10965,6911,4826,13517,4996,131,1318,4299,13821,6479,7452,6352,13386,2936,3645,6675,12357,883,5300,6438,6322,3269,12668,6240,0,1072,12281,8652,13283,13945,13583,167,12235,11361,3010,1353,13183,9940,6216,2957,5092,6173,12047,8585,13259,13735,12697,13096,5677,6333,10307,3012,266,4968,13073,6243
Mundra,3426,12424,5477,1080,11212,5335,11034,4776,4237,11883,2671,10765,6060,6164,11408,12235,5197,10343,5501,930,594,5393,12386,11612,1356,11594,4876,12130,5699,3338,12519,5176,5480,1153,12880,10773,4236,5468,5126,12160,7790,11123,5333,5470,5748,,3523,4092,4228,10853,7195,3969,11540,4408,5058,12309,4172,12895,278,9070,11151,12339,,3528,12873,5696,10760,5752,5275,11396,5352,11390,11332,5969,5758,12886,11681,7237,5698,4998,5791,2053,9080,5586,11475,11866,11380,5707,5554,10598,10519,8839,11549,12028,9021,5637,773,12966,12548,5499,10868,9640,5183,12110,12253,11908,10585,12123,5608,12511,12733,4984,5905,3419,12795,5703,11215,5364,6258,8714,7814,3968,12061,5334,10789,3552,3941,5887,10934,12083,5429,12747,11599,4631,5800,12686,5129,11300,12876,12937,373,4153,5275,11827,4958,12528,11119,5439,10773,5585,2674,10921,11501,8647,10274,2313,4143,5352,301,5328,13928,1404,5795,12238,11597,12768,9862,4155,11102,950,,12194,5710,4082,2517,12110,4418,8938,12907,11796,5584,9913,12295,11436,4764,2841,1831,5238,2996,4250,5209,10520,5522,3130,8822,4545,11329,5697,10115,6058,3973,12665,4143,1077,410,3446,12969,5626,6599,5498,12534,2083,2792,5822,11505,271,4446,5585,5469,2416,11815,5386,1068,0,11428,7800,12430,13093,12731,1023,11383,10509,2897,476,12331,9090,5363,2844,4239,5320,11194,7733,12407,12882,11845,12244,4824,5480,9454,2898,1302,4115,12221,5390
Holyhead,12286,3176,12613,12288,1963,12676,1785,12723,13117,2423,11551,3798,12060,11817,468,2987,12780,7134,12549,10578,11770,13089,2609,672,12564,655,13024,2882,12264,11489,3271,6342,12589,12361,4709,1525,13116,13224,13220,2911,4372,3585,12674,12517,12323,,12383,12446,13108,3503,4727,11216,2292,12356,13153,1233,13052,1818,11556,3828,3623,1262,10852,12388,4702,12262,1511,12289,12771,2147,13173,2142,157,12007,12333,4715,4011,11242,12263,6471,12235,11149,6200,13342,5967,4525,2131,12272,12729,7367,1202,5782,609,2779,9629,13393,11974,4812,3300,12546,632,8874,8438,2764,3229,2659,7391,2778,13365,5388,1656,13148,12073,12299,1468,12268,1966,13192,11838,4388,4304,11215,2812,8588,3583,12432,11185,12082,6639,2700,12704,4486,6282,7879,12233,3438,13110,3717,4705,4793,11319,13033,12771,4486,13200,3279,1870,6027,1524,12394,11554,1672,561,5079,1268,11193,13001,13049,11256,13023,2602,12554,12137,2989,4283,4597,1602,13035,653,12158,,2945,12275,12962,11613,2765,13298,6058,4744,2547,12393,8231,3046,2188,13433,11721,10927,12899,11162,13130,12790,1271,12569,11281,5409,12183,154,12263,7327,11985,11219,4375,13001,12284,11240,12326,4830,12310,12383,12545,1458,11180,11672,12356,2256,11548,12343,12394,12605,11512,841,12702,12276,11430,0,4238,3182,1766,4517,12231,405,1009,14046,11025,3082,6466,12679,13993,12032,12722,522,4439,3158,4711,905,3523,13484,12589,8911,14048,12510,12141,2972,13087
Brass,8658,5234,10728,8659,4022,10587,3844,9095,9488,4704,7923,4163,11311,11415,4218,5046,10449,6673,10753,6949,8141,10644,5196,4422,8936,4404,10127,4941,10950,7861,5329,2713,10731,8733,6160,3583,9487,10720,10377,4970,157,4400,10585,10721,10999,,8754,8817,9479,4122,731,7587,4350,8727,10310,5119,9423,5705,7927,2766,4436,5149,7223,8760,6153,10948,3570,11003,10526,4206,10604,4200,4142,11220,11010,6165,5037,9578,10949,2842,11042,7521,4384,10838,6706,5264,4190,10958,9591,8106,3329,3991,4359,4838,10368,10888,8346,6262,5358,10750,3678,9613,4809,4972,5189,4718,8130,4985,10860,6127,5543,10236,11156,8670,5605,10955,4025,10615,11509,2892,94,7586,4871,4960,4105,8803,7557,11139,7264,4920,10680,5937,7021,4251,11052,5497,10380,4602,6156,6244,7691,9405,10526,5225,10209,5338,3929,2390,3583,10836,7926,3731,4311,3361,3084,7565,9372,10604,7628,10580,6738,8925,11046,5048,4995,6048,2672,9406,3912,8530,,5004,10962,9334,7985,4972,9669,4242,6195,4606,10835,8969,5105,4246,10015,8092,7299,10489,7534,9501,10461,3330,10774,7653,3685,8554,4139,10949,6446,11309,7590,5826,9372,8656,7611,8697,6280,10877,9628,10750,5344,7551,8043,11073,4315,7920,8715,10836,10721,7884,4625,10638,8648,7801,4238,0,5240,5903,5968,8603,4193,3319,10417,7396,5141,4615,10615,10365,8404,10571,4004,229,5217,6162,4655,5299,10075,10731,9649,10419,8881,8513,5031,10641
Port Said,13293,204,14386,13294,1597,14448,1602,13730,14123,4618,12558,5374,13832,13590,3144,1315,14553,8906,14321,11584,12776,14862,4994,3348,13571,3330,14762,1210,14037,12496,154,7348,14361,13368,6711,1696,14122,14997,14993,621,5378,5315,14446,14289,14095,,13389,13452,14114,5149,5733,12222,1299,13362,14925,4045,14058,4631,12562,4952,5353,4075,11859,13395,6703,14034,1702,14062,14543,1494,14945,1459,3068,13779,14105,6716,5863,12910,14036,7477,14008,12156,7255,15115,7739,6298,1474,14044,14226,9140,2050,6837,3285,610,11402,15165,12981,6813,264,14318,2604,10646,9445,4953,5365,800,9163,4967,15137,7160,4469,14871,13845,13305,4563,14041,1600,14964,13610,5449,5311,12221,1140,9595,5205,13438,12192,13854,8411,4890,14476,6488,8055,8886,14005,1169,14882,5486,6706,6794,12326,14040,14543,6258,14845,138,1344,7034,1695,14166,12561,1672,3237,6135,2172,12200,14007,14822,12263,14795,5697,13560,13910,1317,6039,6598,2647,14041,2838,13165,,1273,14048,13969,12620,4954,14305,7113,6745,945,14165,10003,778,1021,14651,12728,11934,14671,12169,14136,14562,1926,14342,12288,6465,13190,3065,14035,9100,13757,12225,6376,14007,13291,12246,13333,6831,14082,14156,14318,4270,12186,12678,14129,937,12555,13350,14167,14378,12519,3551,14474,13283,12436,3164,5245,0,4861,6518,13238,3151,2209,15053,12031,159,7522,14451,15000,13039,14495,2930,5445,51,6713,3581,5626,14710,14361,10683,15054,13517,13148,1300,14859
Shtokman,13958,4872,13745,13959,3659,13808,3482,14395,14789,3470,13223,5093,13191,12949,1882,4683,13912,8266,13680,12249,13441,14221,3546,1706,14236,1731,14156,4578,13396,13161,4967,8014,13721,14033,5749,3221,14787,14356,14352,4607,6043,4795,13806,13649,13454,,14055,14117,14780,4780,6399,12887,3988,14028,14285,1743,14724,2329,13227,5419,4833,1772,12524,14060,5742,13393,3208,13421,13903,3844,14305,3838,1905,13139,13465,5754,5142,12374,13395,8142,13367,12821,7824,14474,7099,5657,3827,13404,13860,8499,2898,7406,1764,4476,10761,14524,13646,5851,4996,13678,2355,10005,10110,3811,4276,4356,8523,3825,14496,6520,2166,14279,13204,13970,348,13400,3662,14323,12969,6011,5976,12886,4509,10260,4849,14104,12857,13213,7770,3747,13836,5526,7414,9551,13364,5134,14242,4898,5745,5833,12991,14705,13903,5618,14331,4976,3567,7699,3220,13526,13226,3369,1754,6703,2964,12865,14672,14181,12928,14154,986,14225,13269,4685,5464,5637,3272,14707,2401,13830,,4641,13407,14634,13285,3812,14743,7682,5784,4243,13524,9362,4743,3884,14565,13393,12599,14030,12834,14802,13922,2967,13701,12953,7033,13855,1901,13394,8459,13117,12891,5415,14672,13956,12911,13998,5869,13441,13515,13677,1968,12851,13344,13488,3953,13220,14015,13526,13737,13184,1529,13833,13948,13101,1771,5910,4878,0,5557,13903,1852,2705,15718,12697,4779,8091,13810,15665,13704,13854,2269,6111,4854,5751,1604,4570,14615,13721,10042,15719,14182,13813,4669,14218
Plaquemines,11594,6509,9533,13590,5297,9596,5119,10883,10829,2164,12116,2093,8979,8737,4670,6320,9700,4054,9468,11880,13072,10009,2979,4874,13867,4856,9944,6215,9184,11962,6604,7644,9508,13664,391,4858,10828,10144,10140,6245,6101,1686,9594,9437,9242,,11442,11159,10839,1970,6456,11703,5625,11030,10073,5278,11243,5863,12858,3695,1653,5307,12154,11447,383,9181,4845,9209,9691,5481,10093,5475,4462,8927,9253,396,1105,8162,9183,7773,9155,12452,6332,10262,2886,1445,5465,9192,9648,4287,4536,5914,4811,6113,6549,10312,13277,509,6633,9466,4381,5793,9740,1966,1609,5993,4311,1980,10284,2308,5701,10067,8992,11558,5256,9188,5300,10111,8757,4518,6034,11702,6146,9891,1998,12118,11678,9001,3558,2129,9624,199,3202,9182,9152,6771,10030,1498,386,529,12622,11038,9691,1406,10119,6613,5204,7357,4858,9314,12119,5006,4763,5211,4471,12480,10909,9969,12559,9942,6386,13856,9057,6323,1429,278,4208,11040,4606,13461,,6278,9195,11112,12916,1967,10531,6190,431,5881,9312,5150,6380,5521,10353,11992,12230,9818,12267,10794,9710,4605,9489,12160,5541,10886,4458,9182,4247,8905,11706,456,10909,13587,12542,11585,655,9229,9292,9465,5502,12482,12005,9276,5590,12851,10941,9314,9525,12815,4886,9621,13578,12732,4521,5968,6515,5550,0,13534,4309,4408,15348,12327,6416,6598,9598,15296,10984,9642,4605,6168,6492,393,5091,1162,10403,9508,5830,15350,13812,11291,6306,10006
Abu Dhabi,4228,13226,6279,178,12013,6138,11836,5578,5039,12685,3474,11567,6862,6966,12209,13037,5999,11142,6304,1736,510,6195,13188,12413,450,12396,5678,12932,6501,4140,13321,5975,6282,246,13682,11575,5038,6271,5928,12961,8591,11924,6136,6272,6550,,4325,4894,5030,11654,7996,4772,12342,5211,5861,13111,4974,13696,854,9871,11952,13140,1446,4330,13674,6499,11561,6554,6077,12197,6154,12192,12134,6771,6561,13687,12482,8039,6500,5797,6593,2855,9878,6389,12274,12668,12181,6509,6357,11400,11320,9641,12350,12829,9823,6439,320,13767,13350,6301,11670,10442,5982,12911,13054,12709,11387,12925,6411,13313,13534,5787,6707,4221,13596,6505,12016,6166,7060,9515,8616,4771,12862,6133,11590,4354,4743,6690,11733,12885,6231,13548,12402,5430,6602,13488,5931,12101,13677,13739,1230,4955,6077,12628,5760,13329,11921,6240,11574,6387,3476,11722,12302,9449,11075,3116,4945,6155,1158,6131,14730,1467,6597,13039,12399,13569,10663,4957,11903,158,,12995,6512,4885,3319,12912,5220,9737,13708,12597,6386,10715,13096,12238,5566,3643,2633,6040,3799,5052,6012,11321,6324,3932,9624,5347,12130,6500,10914,6860,4775,13467,4945,141,1267,4248,13770,6428,7402,6301,13336,2886,3594,6624,12306,832,5249,6387,6272,3218,12617,6189,167,1021,12230,8601,13232,13894,13532,0,12185,11310,2959,1303,13133,9889,6166,2907,5041,6122,11996,8534,13208,13684,12646,13045,5626,6282,10256,2961,395,4917,13022,6192
Limerick,12241,3154,12431,12242,1942,12493,1764,12678,13071,2222,11506,3637,11877,11635,592,2965,12598,6951,12366,10532,11724,12907,2439,797,12519,779,12842,2860,12082,11444,3249,6297,12406,12316,4501,1503,13070,13042,13038,2890,4326,3420,12491,12334,12140,,12337,12400,13063,,4682,11170,2270,12311,12970,1311,13006,1897,11510,3718,3458,1340,10807,12343,4494,12079,1490,12107,12588,2126,12990,2120,352,11824,12150,4507,3828,11060,12081,6425,12053,11104,6116,13160,5784,4343,2110,12089,12546,7185,1180,5698,733,2758,9447,13210,11929,4604,3278,12363,637,8691,8393,2563,3028,2638,7208,2577,13182,5205,1734,12965,11890,12253,1547,12086,1945,13009,11655,4303,4259,11169,2791,8543,,12386,11140,11899,6456,2499,12521,4278,6100,7834,12050,3416,12927,3541,4497,4585,11274,12988,12588,4303,13017,3258,1849,5982,1503,12211,11509,1651,685,4995,1247,11148,12955,12867,11211,12840,2680,12508,11955,2967,4108,4389,1554,12989,710,12113,,2923,12093,12917,11568,2564,13253,5974,4536,2525,12210,8048,3025,2166,13251,11676,10882,12716,11117,13084,12607,1250,12387,11236,5325,12138,349,12080,7145,11802,11173,4167,12955,12239,11194,12281,4622,12127,12201,12363,1536,11134,11626,12174,2235,11503,12298,12212,12423,11467,919,12519,12231,11384,411,4193,3160,1844,4309,12186,0,987,14001,10980,3061,6383,12496,13948,11987,12540,584,4393,3136,4503,1029,3322,13301,12406,8728,14002,12465,12096,2951,12904
Sines,11367,2221,12299,11368,1008,12362,831,11804,12198,2477,10632,3315,11745,11503,973,2032,12466,6820,12234,9658,10850,12775,2854,1177,11645,1159,12710,1927,11950,10570,2316,5423,12274,11442,4600,570,12196,12910,12906,1956,3452,3233,12360,12203,12008,,11464,11526,12189,,3808,10296,1337,11437,12839,1874,12133,2460,10636,3007,3270,1904,9933,11469,4593,11947,557,11975,12457,1193,12859,1187,897,11693,12019,4606,3769,10928,11949,5551,11921,10230,5323,13028,5652,4211,1176,11957,12300,7053,247,4906,1114,1825,9315,13078,11055,4703,2345,12232,433,8559,7519,2818,3237,1705,7077,2831,13050,5074,2298,12833,11758,11379,2392,11954,1012,12877,11523,3516,3385,10295,1858,7669,3135,11513,10266,11767,6324,2753,12390,4377,5968,6960,11918,2483,12795,3399,4596,4684,10400,12114,12457,4172,12885,2325,916,5108,569,12080,10635,718,1066,4203,314,10274,12081,12735,10337,12708,3526,11634,11823,2034,3957,4488,692,12116,667,11239,,1990,11961,12043,10694,2818,12379,5182,4635,1592,12078,7916,2092,1233,12725,10802,10008,12584,10243,12211,12476,316,12255,10362,4533,11264,894,11948,7013,11671,10300,4266,12081,11365,10320,11407,4721,11995,12069,12231,2099,10260,10753,12042,1302,10629,11424,12080,12291,10593,1380,12387,11357,10510,993,3319,2227,2690,4408,11312,980,0,13127,10106,2128,5590,12364,13074,11113,12408,759,3520,2203,4603,1410,3497,12785,12274,8596,13128,11591,11222,2018,12772
Ain Sokhna,6045,15043,8096,3027,13830,7955,13653,7395,6856,14502,5291,13384,8679,8783,14026,14854,7816,12959,8121,3553,2487,8012,15005,14230,3303,14213,7495,14749,8318,5957,15138,7792,8099,3101,15499,13392,6855,8088,7745,14778,10408,13741,7953,8089,8367,,6142,6711,6847,13471,9813,6589,14159,7028,7678,14928,6791,15513,2815,11688,13769,14957,3263,6147,15491,8316,13378,8371,7894,14014,7971,14009,13951,8588,8378,15504,14299,9856,8317,7614,8410,4672,11695,8206,14091,14485,13998,8326,8174,13217,13137,11458,14167,14646,11640,8256,2699,15584,15167,8118,13487,12259,7799,14728,14871,14526,13204,14742,8228,15130,15351,7604,8524,6038,15413,8322,13833,7983,8877,11332,10433,6588,14679,7950,13407,6171,6560,8507,13550,14702,8048,15365,14218,7247,8419,15305,7748,13918,15494,15556,3067,6772,7894,14445,7577,15146,13738,8057,13391,8204,5293,13539,14119,11266,12892,4933,6762,7972,2995,7948,16547,1568,8414,14856,14216,15386,12480,6774,13720,2898,,14812,8329,6702,5136,14729,7037,11554,15525,14414,8203,12532,14913,14055,7383,5460,4450,7857,5616,6869,7829,13138,8141,5749,11441,7164,13947,8317,12731,8677,6592,15284,6762,3024,3104,6065,15587,8245,9219,8118,15153,4703,5411,8441,14123,2799,7066,8204,8089,5035,14434,8006,3015,2896,14047,10418,15049,15711,15349,2971,14002,13127,0,3120,14950,11706,7983,293,6858,7939,13813,10351,15025,15501,14463,14862,7443,8099,12073,35,3249,6734,14839,8009
Dabhol,3011,12020,5061,1361,10807,4920,10629,4360,3821,11479,2256,10360,5644,5748,11003,11831,4782,9938,5086,514,844,4977,11982,11207,1638,11190,4460,11726,5284,2922,12115,4771,5064,1435,12476,10369,3820,5053,4710,11755,7385,10718,4918,5054,5332,,3107,3676,3812,10448,6790,3554,11135,3993,4643,11905,3756,12490,,8665,10746,11934,209,3113,12468,5281,10355,5336,4859,10991,4937,10985,10927,5553,5343,12481,11276,6821,5283,4593,5375,1637,8675,5171,11071,11461,10975,5291,5139,10182,10114,8434,11144,11623,8605,5221,1047,12561,12144,5084,10464,9224,4779,11705,11848,11503,10170,11719,5193,12096,12328,4569,5490,3003,12390,5288,10810,4948,5842,8309,7409,3553,11656,,10384,3136,3525,5472,10529,11678,5013,12342,11184,4226,5385,12282,4713,10895,12471,12532,328,3738,4859,11422,4543,12123,10714,5034,10368,5169,2259,10516,11096,8243,9869,1898,3728,4937,,4913,13524,1628,5379,11833,11192,12363,9457,3739,10697,1232,,11789,5295,3667,2101,11706,4003,8533,12502,11391,5168,9497,11890,11032,4349,2426,1416,4822,2581,3834,4794,10115,5107,2714,8418,4130,10924,5282,9711,5642,3557,12260,3728,1358,248,3030,12564,5211,6183,5083,12129,1668,2376,5406,11100,596,4031,5170,5054,2000,11411,4971,1350,476,11024,7395,12026,12688,12326,1305,10978,10104,3121,0,11926,8685,4948,3068,3824,4904,10790,7328,12002,12478,11440,11839,4408,5064,9039,3122,1584,3699,11816,4974
Idku,13193,266,14286,13195,1494,14349,1499,13630,14024,4518,12458,5275,13732,13490,3044,1225,14453,8807,14221,11485,12677,14762,4895,3248,13471,3231,14663,1120,13937,12396,275,7249,14262,13268,6611,1596,14023,14897,14893,565,5279,5215,14347,14190,13996,,13290,13353,14015,5050,5634,12123,1200,13263,14826,3946,13959,4531,12463,4853,5253,3975,11759,13295,6604,13934,1603,13962,14444,1394,14846,1359,2968,13680,14006,6617,5764,12810,13936,7378,13908,12056,7155,15015,7640,6198,1374,13945,14126,9040,1950,6738,3185,541,11302,15066,12881,6714,366,14219,2505,10547,9345,4854,5266,692,9064,4867,15037,7061,4369,14771,13746,13206,4464,13941,1497,14864,13510,5349,5211,12122,1051,9495,5105,13339,12092,13755,8311,4791,14377,6388,7955,8786,13906,1114,14783,5386,6607,6695,12226,13940,14444,6159,14745,269,1244,6934,1595,14067,12461,1572,3137,6035,2072,12100,13908,14722,12164,14696,5597,13461,13810,1227,5940,6499,2547,13942,2738,13065,,1183,13948,13870,12520,4854,14205,7014,6646,855,14066,9903,722,921,14551,12628,11835,14571,12069,14037,14463,1827,14242,12188,6365,13090,2965,13936,9000,13658,12126,6277,13908,13191,12147,13233,6732,13982,14056,14218,4170,12087,12579,14029,836,12455,13250,14067,14278,12419,3452,14375,13183,12337,3065,5145,159,4762,6419,13138,3051,2109,14953,11932,0,7422,14351,14900,12939,14395,2831,5346,134,6613,3481,5526,14611,14262,10583,14955,13417,13048,1211,14759
